"","id","date","elevation_m_asl","site_id","aspect","species","plant_id","fire","traits","value"
"24","FBC0289","12/5/2023",2200,2,"west","EC",3,1,"belowground_biomass_g",8.5422
"25","FBC0289","12/5/2023",2200,2,"west","EC",3,1,"aboveground_biomass_g",0.5919
"26","FBC0289","12/5/2023",2200,2,"west","EC",3,1,"ABG_BGB",0.069291283
"27","FBD8952","12/8/2023",2800,5,"northwest","SG",1,1,"root_depth_cm",12.7
"28","FBD8952","12/8/2023",2800,5,"northwest","SG",1,1,"no_root_scan",5
"29","FBD8952","12/8/2023",2800,5,"northwest","SG",1,1,"total_root_wet_mass_g",0.0496
"30","FBD8952","12/8/2023",2800,5,"northwest","SG",1,1,"total_root_dry_mass_g",0.01543
"31","FBD8952","12/8/2023",2800,5,"northwest","SG",1,1,"total_root_length_mm",765.949089
"32","FBD8952","12/8/2023",2800,5,"northwest","SG",1,1,"total_root_volume_mm3",59.193603
"33","FBD8952","12/8/2023",2800,5,"northwest","SG",1,1,"RD",0.277175
"34","FBD8952","12/8/2023",2800,5,"northwest","SG",1,1,"BI",0.261114
"35","FBD8952","12/8/2023",2800,5,"northwest","SG",1,1,"SRL",49.64025204
"36","FBD8952","12/8/2023",2800,5,"northwest","SG",1,1,"RTD",0.260670059
"37","FBD8952","12/8/2023",2800,5,"northwest","SG",1,1,"RDMC",311.0887097
"38","FBD8952","12/8/2023",2800,5,"northwest","SG",1,1,"no_tuber_scan",5
"39","FBD8952","12/8/2023",2800,5,"northwest","SG",1,1,"total_tuber_wet_mass_g",0.598
"40","FBD8952","12/8/2023",2800,5,"northwest","SG",1,1,"total_tuber_dry_mass_g",0.18462
"41","FBD8952","12/8/2023",2800,5,"northwest","SG",1,1,"reproductive_height_cm",34
"42","FBD8952","12/8/2023",2800,5,"northwest","SG",1,1,"vegetative_height_cm",27
"43","FBD8952","12/8/2023",2800,5,"northwest","SG",1,1,"no_leaf",1
"44","FBD8952","12/8/2023",2800,5,"northwest","SG",1,1,"total_leaf_wet_mass_g",0.369
"45","FBD8952","12/8/2023",2800,5,"northwest","SG",1,1,"total_leaf_dry_mass_g",0.4487
"46","FBD8952","12/8/2023",2800,5,"northwest","SG",1,1,"total_leaf_area_cm2",6.056
"47","FBD8952","12/8/2023",2800,5,"northwest","SG",1,1,"SLA",13.49676844
"48","FBD8952","12/8/2023",2800,5,"northwest","SG",1,1,"leaf_thickness_mm",0.625
"49","FBD8952","12/8/2023",2800,5,"northwest","SG",1,1,"LDMC",1215.98916
"50","FBD8952","12/8/2023",2800,5,"northwest","SG",1,1,"belowground_biomass_g",6.09
"51","FBD8952","12/8/2023",2800,5,"northwest","SG",1,1,"aboveground_biomass_g",2.27
"52","FBD8952","12/8/2023",2800,5,"northwest","SG",1,1,"ABG_BGB",0.3727422
"53","FBE2394","12/9/2023",2400,3,"west","SG",3,0,"root_depth_cm",18.5
"54","FBE2394","12/9/2023",2400,3,"west","SG",3,0,"no_root_scan",4
"55","FBE2394","12/9/2023",2400,3,"west","SG",3,0,"total_root_wet_mass_g",0.0274
"56","FBE2394","12/9/2023",2400,3,"west","SG",3,0,"total_root_dry_mass_g",0.00644
"57","FBE2394","12/9/2023",2400,3,"west","SG",3,0,"total_root_length_mm",583.687821
"58","FBE2394","12/9/2023",2400,3,"west","SG",3,0,"total_root_volume_mm3",32.369208
"59","FBE2394","12/9/2023",2400,3,"west","SG",3,0,"RD",0.24752
"60","FBE2394","12/9/2023",2400,3,"west","SG",3,0,"BI",0.476282
"61","FBE2394","12/9/2023",2400,3,"west","SG",3,0,"SRL",90.63475481
"62","FBE2394","12/9/2023",2400,3,"west","SG",3,0,"RTD",0.198954513
"63","FBE2394","12/9/2023",2400,3,"west","SG",3,0,"RDMC",235.0364964
"64","FBE2394","12/9/2023",2400,3,"west","SG",3,0,"no_tuber_scan",5
"65","FBE2394","12/9/2023",2400,3,"west","SG",3,0,"total_tuber_wet_mass_g",0.5807
"66","FBE2394","12/9/2023",2400,3,"west","SG",3,0,"total_tuber_dry_mass_g",0.18633
"67","FBE2394","12/9/2023",2400,3,"west","SG",3,0,"reproductive_height_cm",36
"68","FBE2394","12/9/2023",2400,3,"west","SG",3,0,"vegetative_height_cm",18.4
"69","FBE2394","12/9/2023",2400,3,"west","SG",3,0,"no_leaf",1
"70","FBE2394","12/9/2023",2400,3,"west","SG",3,0,"total_leaf_wet_mass_g",1.0045
"71","FBE2394","12/9/2023",2400,3,"west","SG",3,0,"total_leaf_dry_mass_g",0.19982
"72","FBE2394","12/9/2023",2400,3,"west","SG",3,0,"total_leaf_area_cm2",19.036
"73","FBE2394","12/9/2023",2400,3,"west","SG",3,0,"SLA",95.26573917
"74","FBE2394","12/9/2023",2400,3,"west","SG",3,0,"leaf_thickness_mm",0.535
"75","FBE2394","12/9/2023",2400,3,"west","SG",3,0,"LDMC",198.9248382
"76","FBE2394","12/9/2023",2400,3,"west","SG",3,0,"belowground_biomass_g",0.69
"77","FBE2394","12/9/2023",2400,3,"west","SG",3,0,"aboveground_biomass_g",0.89
"78","FBE2394","12/9/2023",2400,3,"west","SG",3,0,"ABG_BGB",1.289855072
"79","FBF4179","12/8/2023",2800,5,"northwest","TT",2,1,"root_depth_cm",28.8
"80","FBF4179","12/8/2023",2800,5,"northwest","TT",2,1,"no_root_scan",5
"81","FBF4179","12/8/2023",2800,5,"northwest","TT",2,1,"total_root_wet_mass_g",0.122
"82","FBF4179","12/8/2023",2800,5,"northwest","TT",2,1,"total_root_dry_mass_g",0.04337
"83","FBF4179","12/8/2023",2800,5,"northwest","TT",2,1,"total_root_length_mm",2383.898058
"84","FBF4179","12/8/2023",2800,5,"northwest","TT",2,1,"total_root_volume_mm3",231.779959
"85","FBF4179","12/8/2023",2800,5,"northwest","TT",2,1,"RD",0.310761
"86","FBF4179","12/8/2023",2800,5,"northwest","TT",2,1,"BI",0.445908
"87","FBF4179","12/8/2023",2800,5,"northwest","TT",2,1,"SRL",54.96652197
"88","FBF4179","12/8/2023",2800,5,"northwest","TT",2,1,"RTD",0.187117127
"89","FBF4179","12/8/2023",2800,5,"northwest","TT",2,1,"RDMC",355.4918033
"90","FBF4179","12/8/2023",2800,5,"northwest","TT",2,1,"no_tuber_scan",NA
"91","FBF4179","12/8/2023",2800,5,"northwest","TT",2,1,"total_tuber_wet_mass_g",NA
"92","FBF4179","12/8/2023",2800,5,"northwest","TT",2,1,"total_tuber_dry_mass_g",NA
"93","FBF4179","12/8/2023",2800,5,"northwest","TT",2,1,"reproductive_height_cm",NA
"94","FBF4179","12/8/2023",2800,5,"northwest","TT",2,1,"vegetative_height_cm",12
"95","FBF4179","12/8/2023",2800,5,"northwest","TT",2,1,"no_leaf",5
"96","FBF4179","12/8/2023",2800,5,"northwest","TT",2,1,"total_leaf_wet_mass_g",0.0868
"97","FBF4179","12/8/2023",2800,5,"northwest","TT",2,1,"total_leaf_dry_mass_g",0.03033
"98","FBF4179","12/8/2023",2800,5,"northwest","TT",2,1,"total_leaf_area_cm2",6.109
"99","FBF4179","12/8/2023",2800,5,"northwest","TT",2,1,"SLA",201.4177382
"100","FBF4179","12/8/2023",2800,5,"northwest","TT",2,1,"leaf_thickness_mm",0.151
"101","FBF4179","12/8/2023",2800,5,"northwest","TT",2,1,"LDMC",349.4239631
"102","FBF4179","12/8/2023",2800,5,"northwest","TT",2,1,"belowground_biomass_g",26.32
"103","FBF4179","12/8/2023",2800,5,"northwest","TT",2,1,"aboveground_biomass_g",12.06
"104","FBF4179","12/8/2023",2800,5,"northwest","TT",2,1,"ABG_BGB",0.458206687
"105","FBG3400","12/5/2023",2200,2,"west","TT",5,1,"root_depth_cm",11.7
"106","FBG3400","12/5/2023",2200,2,"west","TT",5,1,"no_root_scan",3
"107","FBG3400","12/5/2023",2200,2,"west","TT",5,1,"total_root_wet_mass_g",0.0632
"108","FBG3400","12/5/2023",2200,2,"west","TT",5,1,"total_root_dry_mass_g",0.0266
"109","FBG3400","12/5/2023",2200,2,"west","TT",5,1,"total_root_length_mm",641.165877
"110","FBG3400","12/5/2023",2200,2,"west","TT",5,1,"total_root_volume_mm3",80.21192
"111","FBG3400","12/5/2023",2200,2,"west","TT",5,1,"RD",0.343326
"112","FBG3400","12/5/2023",2200,2,"west","TT",5,1,"BI",0.583312
"113","FBG3400","12/5/2023",2200,2,"west","TT",5,1,"SRL",24.10398034
"114","FBG3400","12/5/2023",2200,2,"west","TT",5,1,"RTD",0.331621535
"115","FBG3400","12/5/2023",2200,2,"west","TT",5,1,"RDMC",420.8860759
"116","FBG3400","12/5/2023",2200,2,"west","TT",5,1,"no_tuber_scan",NA
"117","FBG3400","12/5/2023",2200,2,"west","TT",5,1,"total_tuber_wet_mass_g",NA
"118","FBG3400","12/5/2023",2200,2,"west","TT",5,1,"total_tuber_dry_mass_g",NA
"119","FBG3400","12/5/2023",2200,2,"west","TT",5,1,"reproductive_height_cm",18.5
"120","FBG3400","12/5/2023",2200,2,"west","TT",5,1,"vegetative_height_cm",15
"121","FBG3400","12/5/2023",2200,2,"west","TT",5,1,"no_leaf",5
"122","FBG3400","12/5/2023",2200,2,"west","TT",5,1,"total_leaf_wet_mass_g",0.0982
"123","FBG3400","12/5/2023",2200,2,"west","TT",5,1,"total_leaf_dry_mass_g",0.0367
"124","FBG3400","12/5/2023",2200,2,"west","TT",5,1,"total_leaf_area_cm2",9.338
"125","FBG3400","12/5/2023",2200,2,"west","TT",5,1,"SLA",254.4414169
"126","FBG3400","12/5/2023",2200,2,"west","TT",5,1,"leaf_thickness_mm",0.113
"127","FBG3400","12/5/2023",2200,2,"west","TT",5,1,"LDMC",373.7270876
"128","FBG3400","12/5/2023",2200,2,"west","TT",5,1,"belowground_biomass_g",0.9894
"129","FBG3400","12/5/2023",2200,2,"west","TT",5,1,"aboveground_biomass_g",2.9319
"130","FBG3400","12/5/2023",2200,2,"west","TT",5,1,"ABG_BGB",2.963311098
"131","FBH8238","12/8/2023",2800,5,"northwest","SG",5,1,"root_depth_cm",21.4
"132","FBH8238","12/8/2023",2800,5,"northwest","SG",5,1,"no_root_scan",5
"133","FBH8238","12/8/2023",2800,5,"northwest","SG",5,1,"total_root_wet_mass_g",0.0334
"134","FBH8238","12/8/2023",2800,5,"northwest","SG",5,1,"total_root_dry_mass_g",0.00739
"135","FBH8238","12/8/2023",2800,5,"northwest","SG",5,1,"total_root_length_mm",990.2572
"136","FBH8238","12/8/2023",2800,5,"northwest","SG",5,1,"total_root_volume_mm3",44.169911
"137","FBH8238","12/8/2023",2800,5,"northwest","SG",5,1,"RD",0.224573
"138","FBH8238","12/8/2023",2800,5,"northwest","SG",5,1,"BI",0.400906
"139","FBH8238","12/8/2023",2800,5,"northwest","SG",5,1,"SRL",133.9996211
"140","FBH8238","12/8/2023",2800,5,"northwest","SG",5,1,"RTD",0.167308465
"141","FBH8238","12/8/2023",2800,5,"northwest","SG",5,1,"RDMC",221.257485
"142","FBH8238","12/8/2023",2800,5,"northwest","SG",5,1,"no_tuber_scan",5
"143","FBH8238","12/8/2023",2800,5,"northwest","SG",5,1,"total_tuber_wet_mass_g",0.5752
"144","FBH8238","12/8/2023",2800,5,"northwest","SG",5,1,"total_tuber_dry_mass_g",0.19152
"145","FBH8238","12/8/2023",2800,5,"northwest","SG",5,1,"reproductive_height_cm",29.7
"146","FBH8238","12/8/2023",2800,5,"northwest","SG",5,1,"vegetative_height_cm",14.5
"147","FBH8238","12/8/2023",2800,5,"northwest","SG",5,1,"no_leaf",1
"148","FBH8238","12/8/2023",2800,5,"northwest","SG",5,1,"total_leaf_wet_mass_g",1.9294
"149","FBH8238","12/8/2023",2800,5,"northwest","SG",5,1,"total_leaf_dry_mass_g",0.26669
"150","FBH8238","12/8/2023",2800,5,"northwest","SG",5,1,"total_leaf_area_cm2",34.673
"151","FBH8238","12/8/2023",2800,5,"northwest","SG",5,1,"SLA",130.0123739
"152","FBH8238","12/8/2023",2800,5,"northwest","SG",5,1,"leaf_thickness_mm",0.597333333
"153","FBH8238","12/8/2023",2800,5,"northwest","SG",5,1,"LDMC",138.2243184
"154","FBH8238","12/8/2023",2800,5,"northwest","SG",5,1,"belowground_biomass_g",3.36
"155","FBH8238","12/8/2023",2800,5,"northwest","SG",5,1,"aboveground_biomass_g",1.66
"156","FBH8238","12/8/2023",2800,5,"northwest","SG",5,1,"ABG_BGB",0.494047619
"157","FBI0246","12/8/2023",2800,5,"northwest","HPA",2,0,"root_depth_cm",23
"158","FBI0246","12/8/2023",2800,5,"northwest","HPA",2,0,"no_root_scan",5
"159","FBI0246","12/8/2023",2800,5,"northwest","HPA",2,0,"total_root_wet_mass_g",0.0316
"160","FBI0246","12/8/2023",2800,5,"northwest","HPA",2,0,"total_root_dry_mass_g",0.01032
"161","FBI0246","12/8/2023",2800,5,"northwest","HPA",2,0,"total_root_length_mm",1384.162003
"162","FBI0246","12/8/2023",2800,5,"northwest","HPA",2,0,"total_root_volume_mm3",67.859183
"163","FBI0246","12/8/2023",2800,5,"northwest","HPA",2,0,"RD",0.235311
"164","FBI0246","12/8/2023",2800,5,"northwest","HPA",2,0,"BI",0.43492
"165","FBI0246","12/8/2023",2800,5,"northwest","HPA",2,0,"SRL",134.1242251
"166","FBI0246","12/8/2023",2800,5,"northwest","HPA",2,0,"RTD",0.152079638
"167","FBI0246","12/8/2023",2800,5,"northwest","HPA",2,0,"RDMC",326.5822785
"168","FBI0246","12/8/2023",2800,5,"northwest","HPA",2,0,"no_tuber_scan",5
"169","FBI0246","12/8/2023",2800,5,"northwest","HPA",2,0,"total_tuber_wet_mass_g",0.9371
"170","FBI0246","12/8/2023",2800,5,"northwest","HPA",2,0,"total_tuber_dry_mass_g",0.17859
"171","FBI0246","12/8/2023",2800,5,"northwest","HPA",2,0,"reproductive_height_cm",21.1
"172","FBI0246","12/8/2023",2800,5,"northwest","HPA",2,0,"vegetative_height_cm",2.5
"173","FBI0246","12/8/2023",2800,5,"northwest","HPA",2,0,"no_leaf",1
"174","FBI0246","12/8/2023",2800,5,"northwest","HPA",2,0,"total_leaf_wet_mass_g",0.6762
"175","FBI0246","12/8/2023",2800,5,"northwest","HPA",2,0,"total_leaf_dry_mass_g",0.13551
"176","FBI0246","12/8/2023",2800,5,"northwest","HPA",2,0,"total_leaf_area_cm2",12.243
"177","FBI0246","12/8/2023",2800,5,"northwest","HPA",2,0,"SLA",90.34757582
"178","FBI0246","12/8/2023",2800,5,"northwest","HPA",2,0,"leaf_thickness_mm",0.785333333
"179","FBI0246","12/8/2023",2800,5,"northwest","HPA",2,0,"LDMC",200.3992902
"180","FBI0246","12/8/2023",2800,5,"northwest","HPA",2,0,"belowground_biomass_g",4.08
"181","FBI0246","12/8/2023",2800,5,"northwest","HPA",2,0,"aboveground_biomass_g",0.78
"182","FBI0246","12/8/2023",2800,5,"northwest","HPA",2,0,"ABG_BGB",0.191176471
"183","FBJ6221","12/8/2023",2800,5,"northwest","HPA",4,0,"root_depth_cm",13
"184","FBJ6221","12/8/2023",2800,5,"northwest","HPA",4,0,"no_root_scan",5
"185","FBJ6221","12/8/2023",2800,5,"northwest","HPA",4,0,"total_root_wet_mass_g",0.035
"186","FBJ6221","12/8/2023",2800,5,"northwest","HPA",4,0,"total_root_dry_mass_g",0.01374
"187","FBJ6221","12/8/2023",2800,5,"northwest","HPA",4,0,"total_root_length_mm",919.170419
"188","FBJ6221","12/8/2023",2800,5,"northwest","HPA",4,0,"total_root_volume_mm3",81.370931
"189","FBJ6221","12/8/2023",2800,5,"northwest","HPA",4,0,"RD",0.297983
"190","FBJ6221","12/8/2023",2800,5,"northwest","HPA",4,0,"BI",0.478693
"191","FBJ6221","12/8/2023",2800,5,"northwest","HPA",4,0,"SRL",66.89741041
"192","FBJ6221","12/8/2023",2800,5,"northwest","HPA",4,0,"RTD",0.16885637
"193","FBJ6221","12/8/2023",2800,5,"northwest","HPA",4,0,"RDMC",392.5714286
"194","FBJ6221","12/8/2023",2800,5,"northwest","HPA",4,0,"no_tuber_scan",5
"195","FBJ6221","12/8/2023",2800,5,"northwest","HPA",4,0,"total_tuber_wet_mass_g",0.707
"196","FBJ6221","12/8/2023",2800,5,"northwest","HPA",4,0,"total_tuber_dry_mass_g",0.1356
"197","FBJ6221","12/8/2023",2800,5,"northwest","HPA",4,0,"reproductive_height_cm",19.8
"198","FBJ6221","12/8/2023",2800,5,"northwest","HPA",4,0,"vegetative_height_cm",3.5
"199","FBJ6221","12/8/2023",2800,5,"northwest","HPA",4,0,"no_leaf",1
"200","FBJ6221","12/8/2023",2800,5,"northwest","HPA",4,0,"total_leaf_wet_mass_g",0.4948
"201","FBJ6221","12/8/2023",2800,5,"northwest","HPA",4,0,"total_leaf_dry_mass_g",0.09943
"202","FBJ6221","12/8/2023",2800,5,"northwest","HPA",4,0,"total_leaf_area_cm2",8.924
"203","FBJ6221","12/8/2023",2800,5,"northwest","HPA",4,0,"SLA",89.75158403
"204","FBJ6221","12/8/2023",2800,5,"northwest","HPA",4,0,"leaf_thickness_mm",0.763333333
"205","FBJ6221","12/8/2023",2800,5,"northwest","HPA",4,0,"LDMC",200.9498787
"206","FBJ6221","12/8/2023",2800,5,"northwest","HPA",4,0,"belowground_biomass_g",4.19
"207","FBJ6221","12/8/2023",2800,5,"northwest","HPA",4,0,"aboveground_biomass_g",1.13
"208","FBJ6221","12/8/2023",2800,5,"northwest","HPA",4,0,"ABG_BGB",0.269689737
"209","FBK1070","12/5/2023",2200,2,"west","TT",3,1,"root_depth_cm",16.6
"210","FBK1070","12/5/2023",2200,2,"west","TT",3,1,"no_root_scan",5
"211","FBK1070","12/5/2023",2200,2,"west","TT",3,1,"total_root_wet_mass_g",0.0643
"212","FBK1070","12/5/2023",2200,2,"west","TT",3,1,"total_root_dry_mass_g",0.0285
"213","FBK1070","12/5/2023",2200,2,"west","TT",3,1,"total_root_length_mm",1179.061228
"214","FBK1070","12/5/2023",2200,2,"west","TT",3,1,"total_root_volume_mm3",90.930101
"215","FBK1070","12/5/2023",2200,2,"west","TT",3,1,"RD",0.279577
"216","FBK1070","12/5/2023",2200,2,"west","TT",3,1,"BI",0.427459
"217","FBK1070","12/5/2023",2200,2,"west","TT",3,1,"SRL",41.3705694
"218","FBK1070","12/5/2023",2200,2,"west","TT",3,1,"RTD",0.313427563
"219","FBK1070","12/5/2023",2200,2,"west","TT",3,1,"RDMC",443.2348367
"220","FBK1070","12/5/2023",2200,2,"west","TT",3,1,"no_tuber_scan",NA
"221","FBK1070","12/5/2023",2200,2,"west","TT",3,1,"total_tuber_wet_mass_g",NA
"222","FBK1070","12/5/2023",2200,2,"west","TT",3,1,"total_tuber_dry_mass_g",NA
"223","FBK1070","12/5/2023",2200,2,"west","TT",3,1,"reproductive_height_cm",17.2
"224","FBK1070","12/5/2023",2200,2,"west","TT",3,1,"vegetative_height_cm",19.2
"225","FBK1070","12/5/2023",2200,2,"west","TT",3,1,"no_leaf",5
"226","FBK1070","12/5/2023",2200,2,"west","TT",3,1,"total_leaf_wet_mass_g",0.0687
"227","FBK1070","12/5/2023",2200,2,"west","TT",3,1,"total_leaf_dry_mass_g",0.0315
"228","FBK1070","12/5/2023",2200,2,"west","TT",3,1,"total_leaf_area_cm2",8.14
"229","FBK1070","12/5/2023",2200,2,"west","TT",3,1,"SLA",258.4126984
"230","FBK1070","12/5/2023",2200,2,"west","TT",3,1,"leaf_thickness_mm",0.121
"231","FBK1070","12/5/2023",2200,2,"west","TT",3,1,"LDMC",458.5152838
"232","FBK1070","12/5/2023",2200,2,"west","TT",3,1,"belowground_biomass_g",2.7946
"233","FBK1070","12/5/2023",2200,2,"west","TT",3,1,"aboveground_biomass_g",2.6789
"234","FBK1070","12/5/2023",2200,2,"west","TT",3,1,"ABG_BGB",0.958598726
"235","FBM2759","12/8/2023",2800,5,"northwest","SG",4,1,"root_depth_cm",21.8
"236","FBM2759","12/8/2023",2800,5,"northwest","SG",4,1,"no_root_scan",5
"237","FBM2759","12/8/2023",2800,5,"northwest","SG",4,1,"total_root_wet_mass_g",0.097
"238","FBM2759","12/8/2023",2800,5,"northwest","SG",4,1,"total_root_dry_mass_g",0.03444
"239","FBM2759","12/8/2023",2800,5,"northwest","SG",4,1,"total_root_length_mm",1369.442893
"240","FBM2759","12/8/2023",2800,5,"northwest","SG",4,1,"total_root_volume_mm3",127.893169
"241","FBM2759","12/8/2023",2800,5,"northwest","SG",4,1,"RD",0.304636
"242","FBM2759","12/8/2023",2800,5,"northwest","SG",4,1,"BI",0.42426
"243","FBM2759","12/8/2023",2800,5,"northwest","SG",4,1,"SRL",39.7631502
"244","FBM2759","12/8/2023",2800,5,"northwest","SG",4,1,"RTD",0.269287252
"245","FBM2759","12/8/2023",2800,5,"northwest","SG",4,1,"RDMC",355.0515464
"246","FBM2759","12/8/2023",2800,5,"northwest","SG",4,1,"no_tuber_scan",5
"247","FBM2759","12/8/2023",2800,5,"northwest","SG",4,1,"total_tuber_wet_mass_g",0.3345
"248","FBM2759","12/8/2023",2800,5,"northwest","SG",4,1,"total_tuber_dry_mass_g",0.10701
"249","FBM2759","12/8/2023",2800,5,"northwest","SG",4,1,"reproductive_height_cm",26.5
"250","FBM2759","12/8/2023",2800,5,"northwest","SG",4,1,"vegetative_height_cm",14.2
"251","FBM2759","12/8/2023",2800,5,"northwest","SG",4,1,"no_leaf",1
"252","FBM2759","12/8/2023",2800,5,"northwest","SG",4,1,"total_leaf_wet_mass_g",1.5364
"253","FBM2759","12/8/2023",2800,5,"northwest","SG",4,1,"total_leaf_dry_mass_g",0.22366
"254","FBM2759","12/8/2023",2800,5,"northwest","SG",4,1,"total_leaf_area_cm2",27.454
"255","FBM2759","12/8/2023",2800,5,"northwest","SG",4,1,"SLA",122.7488152
"256","FBM2759","12/8/2023",2800,5,"northwest","SG",4,1,"leaf_thickness_mm",0.612666667
"257","FBM2759","12/8/2023",2800,5,"northwest","SG",4,1,"LDMC",145.5740693
"258","FBM2759","12/8/2023",2800,5,"northwest","SG",4,1,"belowground_biomass_g",1.98
"259","FBM2759","12/8/2023",2800,5,"northwest","SG",4,1,"aboveground_biomass_g",1.34
"260","FBM2759","12/8/2023",2800,5,"northwest","SG",4,1,"ABG_BGB",0.676767677
"261","FBN8285","12/8/2023",2800,5,"northwest","HPA",5,0,"root_depth_cm",10
"262","FBN8285","12/8/2023",2800,5,"northwest","HPA",5,0,"no_root_scan",4
"263","FBN8285","12/8/2023",2800,5,"northwest","HPA",5,0,"total_root_wet_mass_g",0.0248
"264","FBN8285","12/8/2023",2800,5,"northwest","HPA",5,0,"total_root_dry_mass_g",0.00545
"265","FBN8285","12/8/2023",2800,5,"northwest","HPA",5,0,"total_root_length_mm",614.712528
"266","FBN8285","12/8/2023",2800,5,"northwest","HPA",5,0,"total_root_volume_mm3",28.462369
"267","FBN8285","12/8/2023",2800,5,"northwest","HPA",5,0,"RD",0.231434
"268","FBN8285","12/8/2023",2800,5,"northwest","HPA",5,0,"BI",0.382293
"269","FBN8285","12/8/2023",2800,5,"northwest","HPA",5,0,"SRL",112.7912895
"270","FBN8285","12/8/2023",2800,5,"northwest","HPA",5,0,"RTD",0.191480899
"271","FBN8285","12/8/2023",2800,5,"northwest","HPA",5,0,"RDMC",219.7580645
"272","FBN8285","12/8/2023",2800,5,"northwest","HPA",5,0,"no_tuber_scan",5
"273","FBN8285","12/8/2023",2800,5,"northwest","HPA",5,0,"total_tuber_wet_mass_g",0.6443
"274","FBN8285","12/8/2023",2800,5,"northwest","HPA",5,0,"total_tuber_dry_mass_g",0.12552
"275","FBN8285","12/8/2023",2800,5,"northwest","HPA",5,0,"reproductive_height_cm",7.8
"276","FBN8285","12/8/2023",2800,5,"northwest","HPA",5,0,"vegetative_height_cm",4.1
"277","FBN8285","12/8/2023",2800,5,"northwest","HPA",5,0,"no_leaf",1
"278","FBN8285","12/8/2023",2800,5,"northwest","HPA",5,0,"total_leaf_wet_mass_g",0.7515
"279","FBN8285","12/8/2023",2800,5,"northwest","HPA",5,0,"total_leaf_dry_mass_g",0.13365
"280","FBN8285","12/8/2023",2800,5,"northwest","HPA",5,0,"total_leaf_area_cm2",12.928
"281","FBN8285","12/8/2023",2800,5,"northwest","HPA",5,0,"SLA",96.73026562
"282","FBN8285","12/8/2023",2800,5,"northwest","HPA",5,0,"leaf_thickness_mm",0.783333333
"283","FBN8285","12/8/2023",2800,5,"northwest","HPA",5,0,"LDMC",177.8443114
"284","FBN8285","12/8/2023",2800,5,"northwest","HPA",5,0,"belowground_biomass_g",1.58
"285","FBN8285","12/8/2023",2800,5,"northwest","HPA",5,0,"aboveground_biomass_g",0.66
"286","FBN8285","12/8/2023",2800,5,"northwest","HPA",5,0,"ABG_BGB",0.417721519
"287","FBO8536","12/5/2023",2200,2,"west","TT",4,1,"root_depth_cm",18.2
"288","FBO8536","12/5/2023",2200,2,"west","TT",4,1,"no_root_scan",5
"289","FBO8536","12/5/2023",2200,2,"west","TT",4,1,"total_root_wet_mass_g",0.07
"290","FBO8536","12/5/2023",2200,2,"west","TT",4,1,"total_root_dry_mass_g",0.0297
"291","FBO8536","12/5/2023",2200,2,"west","TT",4,1,"total_root_length_mm",1316.542072
"292","FBO8536","12/5/2023",2200,2,"west","TT",4,1,"total_root_volume_mm3",113.084877
"293","FBO8536","12/5/2023",2200,2,"west","TT",4,1,"RD",0.289672
"294","FBO8536","12/5/2023",2200,2,"west","TT",4,1,"BI",0.423838
"295","FBO8536","12/5/2023",2200,2,"west","TT",4,1,"SRL",44.32801589
"296","FBO8536","12/5/2023",2200,2,"west","TT",4,1,"RTD",0.262634587
