id,date,aspect,site_id,elevation_m_asl,plant_id,species,traits,value,unit
FBH8238,12/08/2023,northwest,5,2800,5,Senecio glaberrimus,veg_height,14.5,cm
FBH8238,12/08/2023,northwest,5,2800,5,Senecio glaberrimus,no_leaves,1,NA
FBH8238,12/08/2023,northwest,5,2800,5,Senecio glaberrimus,leaf_wet_mass,1.9294,g
FBH8238,12/08/2023,northwest,5,2800,5,Senecio glaberrimus,leaf_dry_mass,0.26669,g
FBH8238,12/08/2023,northwest,5,2800,5,Senecio glaberrimus,leaf_area,34.673,cm2
FBH8238,12/08/2023,northwest,5,2800,5,Senecio glaberrimus,sla,130.01237391728225,cm2 g-1
FBH8238,12/08/2023,northwest,5,2800,5,Senecio glaberrimus,leaf_thickness,0.5973333333333333,mm
FBH8238,12/08/2023,northwest,5,2800,5,Senecio glaberrimus,ldmc,0.13822431844096608,g g-1
FBH8238,12/08/2023,northwest,5,2800,5,Senecio glaberrimus,bgb_agb,2.0240963855421685,g g-1
FBH8238,12/08/2023,northwest,5,2800,5,Senecio glaberrimus,aboveground_biomass,1.66,g
FBH8238,12/08/2023,northwest,5,2800,5,Senecio glaberrimus,belowground_biomass,3.36,g
FBI0246,12/08/2023,northwest,5,2800,2,Helichrysum pallidum,root_depth,23,cm
FBI0246,12/08/2023,northwest,5,2800,2,Helichrysum pallidum,no_root_scan,5,count
FBI0246,12/08/2023,northwest,5,2800,2,Helichrysum pallidum,root_wet_mass,0.0316,g
FBI0246,12/08/2023,northwest,5,2800,2,Helichrysum pallidum,root_dry_mass,0.01032,g
FBI0246,12/08/2023,northwest,5,2800,2,Helichrysum pallidum,total_root_length,1384.162003,cm
FBI0246,12/08/2023,northwest,5,2800,2,Helichrysum pallidum,total_root_volume,67.859183,mm3
FBI0246,12/08/2023,northwest,5,2800,2,Helichrysum pallidum,rd,0.235311,mm
FBI0246,12/08/2023,northwest,5,2800,2,Helichrysum pallidum,bi,0.43492,count mm-1
FBI0246,12/08/2023,northwest,5,2800,2,Helichrysum pallidum,srl,134.12422509689924,m g-1
FBI0246,12/08/2023,northwest,5,2800,2,Helichrysum pallidum,rtd,0.15207963821197198,g cm-3
FBI0246,12/08/2023,northwest,5,2800,2,Helichrysum pallidum,rdmc,326.58227848101257,mg g-1
FBI0246,12/08/2023,northwest,5,2800,2,Helichrysum pallidum,tuber_wet_mass,0.9371,g
FBI0246,12/08/2023,northwest,5,2800,2,Helichrysum pallidum,tuber_dry_mass,0.17859,g
FBI0246,12/08/2023,northwest,5,2800,2,Helichrysum pallidum,reproductive_height,21.1,cm
FBI0246,12/08/2023,northwest,5,2800,2,Helichrysum pallidum,veg_height,2.5,cm
FBI0246,12/08/2023,northwest,5,2800,2,Helichrysum pallidum,no_leaves,1,NA
FBI0246,12/08/2023,northwest,5,2800,2,Helichrysum pallidum,leaf_wet_mass,0.6762,g
FBI0246,12/08/2023,northwest,5,2800,2,Helichrysum pallidum,leaf_dry_mass,0.13551,g
FBI0246,12/08/2023,northwest,5,2800,2,Helichrysum pallidum,leaf_area,12.243,cm2
FBI0246,12/08/2023,northwest,5,2800,2,Helichrysum pallidum,sla,90.3475758246624,cm2 g-1
FBI0246,12/08/2023,northwest,5,2800,2,Helichrysum pallidum,leaf_thickness,0.7853333333333333,mm
FBI0246,12/08/2023,northwest,5,2800,2,Helichrysum pallidum,ldmc,0.20039929015084293,g g-1
FBI0246,12/08/2023,northwest,5,2800,2,Helichrysum pallidum,bgb_agb,5.230769230769231,g g-1
FBI0246,12/08/2023,northwest,5,2800,2,Helichrysum pallidum,aboveground_biomass,0.78,g
FBI0246,12/08/2023,northwest,5,2800,2,Helichrysum pallidum,belowground_biomass,4.08,g
FBJ6221,12/08/2023,northwest,5,2800,4,Helichrysum pallidum,root_depth,13,cm
FBJ6221,12/08/2023,northwest,5,2800,4,Helichrysum pallidum,no_root_scan,5,count
FBJ6221,12/08/2023,northwest,5,2800,4,Helichrysum pallidum,root_wet_mass,0.035,g
FBJ6221,12/08/2023,northwest,5,2800,4,Helichrysum pallidum,root_dry_mass,0.01374,g
FBJ6221,12/08/2023,northwest,5,2800,4,Helichrysum pallidum,total_root_length,919.170419,cm
FBJ6221,12/08/2023,northwest,5,2800,4,Helichrysum pallidum,total_root_volume,81.370931,mm3
FBJ6221,12/08/2023,northwest,5,2800,4,Helichrysum pallidum,rd,0.297983,mm
FBJ6221,12/08/2023,northwest,5,2800,4,Helichrysum pallidum,bi,0.478693,count mm-1
FBJ6221,12/08/2023,northwest,5,2800,4,Helichrysum pallidum,srl,66.89741040756914,m g-1
FBJ6221,12/08/2023,northwest,5,2800,4,Helichrysum pallidum,rtd,0.16885636960452133,g cm-3
FBJ6221,12/08/2023,northwest,5,2800,4,Helichrysum pallidum,rdmc,392.57142857142856,mg g-1
FBJ6221,12/08/2023,northwest,5,2800,4,Helichrysum pallidum,tuber_wet_mass,0.707,g
FBJ6221,12/08/2023,northwest,5,2800,4,Helichrysum pallidum,tuber_dry_mass,0.1356,g
FBJ6221,12/08/2023,northwest,5,2800,4,Helichrysum pallidum,reproductive_height,19.8,cm
FBJ6221,12/08/2023,northwest,5,2800,4,Helichrysum pallidum,veg_height,3.5,cm
FBJ6221,12/08/2023,northwest,5,2800,4,Helichrysum pallidum,no_leaves,1,NA
FBJ6221,12/08/2023,northwest,5,2800,4,Helichrysum pallidum,leaf_wet_mass,0.4948,g
FBJ6221,12/08/2023,northwest,5,2800,4,Helichrysum pallidum,leaf_dry_mass,0.09943,g
FBJ6221,12/08/2023,northwest,5,2800,4,Helichrysum pallidum,leaf_area,8.924,cm2
FBJ6221,12/08/2023,northwest,5,2800,4,Helichrysum pallidum,sla,89.7515840289651,cm2 g-1
FBJ6221,12/08/2023,northwest,5,2800,4,Helichrysum pallidum,leaf_thickness,0.7633333333333333,mm
FBJ6221,12/08/2023,northwest,5,2800,4,Helichrysum pallidum,ldmc,0.2009498787388844,g g-1
FBJ6221,12/08/2023,northwest,5,2800,4,Helichrysum pallidum,bgb_agb,3.707964601769912,g g-1
FBJ6221,12/08/2023,northwest,5,2800,4,Helichrysum pallidum,aboveground_biomass,1.13,g
FBJ6221,12/08/2023,northwest,5,2800,4,Helichrysum pallidum,belowground_biomass,4.19,g
FBK1070,12/05/2023,west,2,2200,3,Themeda triandra,root_depth,16.6,cm
FBK1070,12/05/2023,west,2,2200,3,Themeda triandra,no_root_scan,5,count
FBK1070,12/05/2023,west,2,2200,3,Themeda triandra,root_wet_mass,0.0643,g
FBK1070,12/05/2023,west,2,2200,3,Themeda triandra,root_dry_mass,0.0285,g
FBK1070,12/05/2023,west,2,2200,3,Themeda triandra,total_root_length,1179.061228,cm
FBK1070,12/05/2023,west,2,2200,3,Themeda triandra,total_root_volume,90.930101,mm3
FBK1070,12/05/2023,west,2,2200,3,Themeda triandra,rd,0.279577,mm
FBK1070,12/05/2023,west,2,2200,3,Themeda triandra,bi,0.427459,count mm-1
FBK1070,12/05/2023,west,2,2200,3,Themeda triandra,srl,41.370569403508775,m g-1
FBK1070,12/05/2023,west,2,2200,3,Themeda triandra,rtd,0.31342756344238526,g cm-3
FBK1070,12/05/2023,west,2,2200,3,Themeda triandra,rdmc,443.2348367029549,mg g-1
FBK1070,12/05/2023,west,2,2200,3,Themeda triandra,tuber_wet_mass,NA,g
FBK1070,12/05/2023,west,2,2200,3,Themeda triandra,tuber_dry_mass,NA,g
FBK1070,12/05/2023,west,2,2200,3,Themeda triandra,reproductive_height,17.2,cm
FBK1070,12/05/2023,west,2,2200,3,Themeda triandra,veg_height,19.2,cm
FBK1070,12/05/2023,west,2,2200,3,Themeda triandra,no_leaves,5,NA
FBK1070,12/05/2023,west,2,2200,3,Themeda triandra,leaf_wet_mass,0.0687,g
FBK1070,12/05/2023,west,2,2200,3,Themeda triandra,leaf_dry_mass,0.0315,g
FBK1070,12/05/2023,west,2,2200,3,Themeda triandra,leaf_area,8.14,cm2
FBK1070,12/05/2023,west,2,2200,3,Themeda triandra,sla,258.41269841269843,cm2 g-1
FBK1070,12/05/2023,west,2,2200,3,Themeda triandra,leaf_thickness,0.121,mm
FBK1070,12/05/2023,west,2,2200,3,Themeda triandra,ldmc,0.4585152838427948,g g-1
FBK1070,12/05/2023,west,2,2200,3,Themeda triandra,bgb_agb,1.043189368770764,g g-1
FBK1070,12/05/2023,west,2,2200,3,Themeda triandra,aboveground_biomass,2.6789,g
FBK1070,12/05/2023,west,2,2200,3,Themeda triandra,belowground_biomass,2.7946,g
FBM2759,12/08/2023,northwest,5,2800,4,Senecio glaberrimus,root_depth,21.8,cm
FBM2759,12/08/2023,northwest,5,2800,4,Senecio glaberrimus,no_root_scan,5,count
FBM2759,12/08/2023,northwest,5,2800,4,Senecio glaberrimus,root_wet_mass,0.097,g
FBM2759,12/08/2023,northwest,5,2800,4,Senecio glaberrimus,root_dry_mass,0.03444,g
FBM2759,12/08/2023,northwest,5,2800,4,Senecio glaberrimus,total_root_length,1369.442893,cm
FBM2759,12/08/2023,northwest,5,2800,4,Senecio glaberrimus,total_root_volume,127.893169,mm3
FBM2759,12/08/2023,northwest,5,2800,4,Senecio glaberrimus,rd,0.304636,mm
FBM2759,12/08/2023,northwest,5,2800,4,Senecio glaberrimus,bi,0.42426,count mm-1
FBM2759,12/08/2023,northwest,5,2800,4,Senecio glaberrimus,srl,39.76315020325203,m g-1
FBM2759,12/08/2023,northwest,5,2800,4,Senecio glaberrimus,rtd,0.2692872517687008,g cm-3
FBM2759,12/08/2023,northwest,5,2800,4,Senecio glaberrimus,rdmc,355.05154639175254,mg g-1
FBM2759,12/08/2023,northwest,5,2800,4,Senecio glaberrimus,tuber_wet_mass,0.3345,g
FBM2759,12/08/2023,northwest,5,2800,4,Senecio glaberrimus,tuber_dry_mass,0.10701,g
FBM2759,12/08/2023,northwest,5,2800,4,Senecio glaberrimus,reproductive_height,26.5,cm
FBM2759,12/08/2023,northwest,5,2800,4,Senecio glaberrimus,veg_height,14.2,cm
FBM2759,12/08/2023,northwest,5,2800,4,Senecio glaberrimus,no_leaves,1,NA
FBM2759,12/08/2023,northwest,5,2800,4,Senecio glaberrimus,leaf_wet_mass,1.5364,g
FBM2759,12/08/2023,northwest,5,2800,4,Senecio glaberrimus,leaf_dry_mass,0.22366,g
FBM2759,12/08/2023,northwest,5,2800,4,Senecio glaberrimus,leaf_area,27.454,cm2
FBM2759,12/08/2023,northwest,5,2800,4,Senecio glaberrimus,sla,122.74881516587678,cm2 g-1
FBM2759,12/08/2023,northwest,5,2800,4,Senecio glaberrimus,leaf_thickness,0.6126666666666667,mm
FBM2759,12/08/2023,northwest,5,2800,4,Senecio glaberrimus,ldmc,0.14557406925279875,g g-1
FBM2759,12/08/2023,northwest,5,2800,4,Senecio glaberrimus,bgb_agb,1.4776119402985073,g g-1
FBM2759,12/08/2023,northwest,5,2800,4,Senecio glaberrimus,aboveground_biomass,1.34,g
FBM2759,12/08/2023,northwest,5,2800,4,Senecio glaberrimus,belowground_biomass,1.98,g
FBN8285,12/08/2023,northwest,5,2800,5,Helichrysum pallidum,root_depth,10,cm
FBN8285,12/08/2023,northwest,5,2800,5,Helichrysum pallidum,no_root_scan,4,count
FBN8285,12/08/2023,northwest,5,2800,5,Helichrysum pallidum,root_wet_mass,0.0248,g
FBN8285,12/08/2023,northwest,5,2800,5,Helichrysum pallidum,root_dry_mass,0.00545,g
FBN8285,12/08/2023,northwest,5,2800,5,Helichrysum pallidum,total_root_length,614.712528,cm
FBN8285,12/08/2023,northwest,5,2800,5,Helichrysum pallidum,total_root_volume,28.462369,mm3
FBN8285,12/08/2023,northwest,5,2800,5,Helichrysum pallidum,rd,0.231434,mm
FBN8285,12/08/2023,northwest,5,2800,5,Helichrysum pallidum,bi,0.382293,count mm-1
FBN8285,12/08/2023,northwest,5,2800,5,Helichrysum pallidum,srl,112.7912895412844,m g-1
FBN8285,12/08/2023,northwest,5,2800,5,Helichrysum pallidum,rtd,0.19148089886685118,g cm-3
FBN8285,12/08/2023,northwest,5,2800,5,Helichrysum pallidum,rdmc,219.75806451612905,mg g-1
FBN8285,12/08/2023,northwest,5,2800,5,Helichrysum pallidum,tuber_wet_mass,0.6443,g
FBN8285,12/08/2023,northwest,5,2800,5,Helichrysum pallidum,tuber_dry_mass,0.12552,g
FBN8285,12/08/2023,northwest,5,2800,5,Helichrysum pallidum,reproductive_height,7.8,cm
FBN8285,12/08/2023,northwest,5,2800,5,Helichrysum pallidum,veg_height,4.1,cm
FBN8285,12/08/2023,northwest,5,2800,5,Helichrysum pallidum,no_leaves,1,NA
FBN8285,12/08/2023,northwest,5,2800,5,Helichrysum pallidum,leaf_wet_mass,0.7515,g
FBN8285,12/08/2023,northwest,5,2800,5,Helichrysum pallidum,leaf_dry_mass,0.13365,g
FBN8285,12/08/2023,northwest,5,2800,5,Helichrysum pallidum,leaf_area,12.928,cm2
FBN8285,12/08/2023,northwest,5,2800,5,Helichrysum pallidum,sla,96.73026561915452,cm2 g-1
FBN8285,12/08/2023,northwest,5,2800,5,Helichrysum pallidum,leaf_thickness,0.7833333333333333,mm
FBN8285,12/08/2023,northwest,5,2800,5,Helichrysum pallidum,ldmc,0.17784431137724552,g g-1
FBN8285,12/08/2023,northwest,5,2800,5,Helichrysum pallidum,bgb_agb,2.393939393939394,g g-1
FBN8285,12/08/2023,northwest,5,2800,5,Helichrysum pallidum,aboveground_biomass,0.66,g
FBN8285,12/08/2023,northwest,5,2800,5,Helichrysum pallidum,belowground_biomass,1.58,g
FBO8536,12/05/2023,west,2,2200,4,Themeda triandra,root_depth,18.2,cm
FBO8536,12/05/2023,west,2,2200,4,Themeda triandra,no_root_scan,5,count
FBO8536,12/05/2023,west,2,2200,4,Themeda triandra,root_wet_mass,0.07,g
FBO8536,12/05/2023,west,2,2200,4,Themeda triandra,root_dry_mass,0.0297,g
FBO8536,12/05/2023,west,2,2200,4,Themeda triandra,total_root_length,1316.542072,cm
FBO8536,12/05/2023,west,2,2200,4,Themeda triandra,total_root_volume,113.084877,mm3
FBO8536,12/05/2023,west,2,2200,4,Themeda triandra,rd,0.289672,mm
FBO8536,12/05/2023,west,2,2200,4,Themeda triandra,bi,0.423838,count mm-1
FBO8536,12/05/2023,west,2,2200,4,Themeda triandra,srl,44.32801589225589,m g-1
FBO8536,12/05/2023,west,2,2200,4,Themeda triandra,rtd,0.262634587293224,g cm-3
FBO8536,12/05/2023,west,2,2200,4,Themeda triandra,rdmc,424.2857142857142,mg g-1
