id,date,elevation_m_asl,site_id,aspect,species,plant_id,fire,traits,value
FBD8952,12/08/2023,2800,5,northwest,Senecio glaberrimus,1,1,leaf_thick_3_mm,0.684
FBD8952,12/08/2023,2800,5,northwest,Senecio glaberrimus,1,1,total_leaf_area_cm2,6.056
FBD8952,12/08/2023,2800,5,northwest,Senecio glaberrimus,1,1,SLA,13.496768442166259
FBD8952,12/08/2023,2800,5,northwest,Senecio glaberrimus,1,1,LT,0.625
FBD8952,12/08/2023,2800,5,northwest,Senecio glaberrimus,1,1,LDMC,1215.989159891599
FBD8952,12/08/2023,2800,5,northwest,Senecio glaberrimus,1,1,belowground_biomass_g,6.09
FBD8952,12/08/2023,2800,5,northwest,Senecio glaberrimus,1,1,aboveground_biomass_g,2.27
FBD8952,12/08/2023,2800,5,northwest,Senecio glaberrimus,1,1,AGB_BGB,0.3727422003284072
FBE2394,12/09/2023,2400,3,west,Senecio glaberrimus,3,NA,root_depth_cm,18.5
FBE2394,12/09/2023,2400,3,west,Senecio glaberrimus,3,NA,no_root_scan,4
FBE2394,12/09/2023,2400,3,west,Senecio glaberrimus,3,NA,total_root_wet_mass_g,0.0274
FBE2394,12/09/2023,2400,3,west,Senecio glaberrimus,3,NA,total_root_dry_mass_g,0.00644
FBE2394,12/09/2023,2400,3,west,Senecio glaberrimus,3,NA,total_root_length_mm,583.687821
FBE2394,12/09/2023,2400,3,west,Senecio glaberrimus,3,NA,total_root_volume_mm3,32.369208
FBE2394,12/09/2023,2400,3,west,Senecio glaberrimus,3,NA,RD,0.24752
FBE2394,12/09/2023,2400,3,west,Senecio glaberrimus,3,NA,BI,0.476282
FBE2394,12/09/2023,2400,3,west,Senecio glaberrimus,3,NA,SRL,90.6347548136646
FBE2394,12/09/2023,2400,3,west,Senecio glaberrimus,3,NA,RTD,0.19895451257256586
FBE2394,12/09/2023,2400,3,west,Senecio glaberrimus,3,NA,RDMC,235.03649635036498
FBE2394,12/09/2023,2400,3,west,Senecio glaberrimus,3,NA,no_tuber_scan,5
FBE2394,12/09/2023,2400,3,west,Senecio glaberrimus,3,NA,total_tuber_wet_mass_g,0.5807
FBE2394,12/09/2023,2400,3,west,Senecio glaberrimus,3,NA,total_tuber_dry_mass_g,0.18633
FBE2394,12/09/2023,2400,3,west,Senecio glaberrimus,3,NA,reproductive_height_cm,36
FBE2394,12/09/2023,2400,3,west,Senecio glaberrimus,3,NA,vegetative_height_cm,18.4
FBE2394,12/09/2023,2400,3,west,Senecio glaberrimus,3,NA,no_leaf,1
FBE2394,12/09/2023,2400,3,west,Senecio glaberrimus,3,NA,total_leaf_wet_mass_g,1.0045
FBE2394,12/09/2023,2400,3,west,Senecio glaberrimus,3,NA,total_leaf_dry_mass_g,0.19982
FBE2394,12/09/2023,2400,3,west,Senecio glaberrimus,3,NA,leaf_thick_1_mm,0.513
FBE2394,12/09/2023,2400,3,west,Senecio glaberrimus,3,NA,leaf_thick_2_mm,0.535
FBE2394,12/09/2023,2400,3,west,Senecio glaberrimus,3,NA,leaf_thick_3_mm,0.557
FBE2394,12/09/2023,2400,3,west,Senecio glaberrimus,3,NA,total_leaf_area_cm2,19.036
FBE2394,12/09/2023,2400,3,west,Senecio glaberrimus,3,NA,SLA,95.26573916524873
FBE2394,12/09/2023,2400,3,west,Senecio glaberrimus,3,NA,LT,0.535
FBE2394,12/09/2023,2400,3,west,Senecio glaberrimus,3,NA,LDMC,198.9248382279741
FBE2394,12/09/2023,2400,3,west,Senecio glaberrimus,3,NA,belowground_biomass_g,0.69
FBE2394,12/09/2023,2400,3,west,Senecio glaberrimus,3,NA,aboveground_biomass_g,0.89
FBE2394,12/09/2023,2400,3,west,Senecio glaberrimus,3,NA,AGB_BGB,1.2898550724637683
FBF4179,12/08/2023,2800,5,northwest,Themeda triandra,2,1,root_depth_cm,28.8
FBF4179,12/08/2023,2800,5,northwest,Themeda triandra,2,1,no_root_scan,5
FBF4179,12/08/2023,2800,5,northwest,Themeda triandra,2,1,total_root_wet_mass_g,0.122
FBF4179,12/08/2023,2800,5,northwest,Themeda triandra,2,1,total_root_dry_mass_g,0.04337
FBF4179,12/08/2023,2800,5,northwest,Themeda triandra,2,1,total_root_length_mm,2383.898058
FBF4179,12/08/2023,2800,5,northwest,Themeda triandra,2,1,total_root_volume_mm3,231.779959
FBF4179,12/08/2023,2800,5,northwest,Themeda triandra,2,1,RD,0.310761
FBF4179,12/08/2023,2800,5,northwest,Themeda triandra,2,1,BI,0.445908
FBF4179,12/08/2023,2800,5,northwest,Themeda triandra,2,1,SRL,54.966521973714556
FBF4179,12/08/2023,2800,5,northwest,Themeda triandra,2,1,RTD,0.18711712689534127
FBF4179,12/08/2023,2800,5,northwest,Themeda triandra,2,1,RDMC,355.4918032786885
FBF4179,12/08/2023,2800,5,northwest,Themeda triandra,2,1,no_tuber_scan,NA
FBF4179,12/08/2023,2800,5,northwest,Themeda triandra,2,1,total_tuber_wet_mass_g,NA
FBF4179,12/08/2023,2800,5,northwest,Themeda triandra,2,1,total_tuber_dry_mass_g,NA
FBF4179,12/08/2023,2800,5,northwest,Themeda triandra,2,1,reproductive_height_cm,NA
FBF4179,12/08/2023,2800,5,northwest,Themeda triandra,2,1,vegetative_height_cm,12
FBF4179,12/08/2023,2800,5,northwest,Themeda triandra,2,1,no_leaf,5
FBF4179,12/08/2023,2800,5,northwest,Themeda triandra,2,1,total_leaf_wet_mass_g,0.0868
FBF4179,12/08/2023,2800,5,northwest,Themeda triandra,2,1,total_leaf_dry_mass_g,0.03033
FBF4179,12/08/2023,2800,5,northwest,Themeda triandra,2,1,leaf_thick_1_mm,0.108
FBF4179,12/08/2023,2800,5,northwest,Themeda triandra,2,1,leaf_thick_2_mm,0.214
FBF4179,12/08/2023,2800,5,northwest,Themeda triandra,2,1,leaf_thick_3_mm,0.131
FBF4179,12/08/2023,2800,5,northwest,Themeda triandra,2,1,total_leaf_area_cm2,6.109
FBF4179,12/08/2023,2800,5,northwest,Themeda triandra,2,1,SLA,201.41773821299043
FBF4179,12/08/2023,2800,5,northwest,Themeda triandra,2,1,LT,0.151
FBF4179,12/08/2023,2800,5,northwest,Themeda triandra,2,1,LDMC,349.42396313364054
FBF4179,12/08/2023,2800,5,northwest,Themeda triandra,2,1,belowground_biomass_g,26.32
FBF4179,12/08/2023,2800,5,northwest,Themeda triandra,2,1,aboveground_biomass_g,12.06
FBF4179,12/08/2023,2800,5,northwest,Themeda triandra,2,1,AGB_BGB,0.4582066869300912
FBG3400,12/05/2023,2200,2,west,Themeda triandra,5,1,root_depth_cm,11.7
FBG3400,12/05/2023,2200,2,west,Themeda triandra,5,1,no_root_scan,3
FBG3400,12/05/2023,2200,2,west,Themeda triandra,5,1,total_root_wet_mass_g,0.0632
FBG3400,12/05/2023,2200,2,west,Themeda triandra,5,1,total_root_dry_mass_g,0.0266
FBG3400,12/05/2023,2200,2,west,Themeda triandra,5,1,total_root_length_mm,641.165877
FBG3400,12/05/2023,2200,2,west,Themeda triandra,5,1,total_root_volume_mm3,80.21192
FBG3400,12/05/2023,2200,2,west,Themeda triandra,5,1,RD,0.343326
FBG3400,12/05/2023,2200,2,west,Themeda triandra,5,1,BI,0.583312
FBG3400,12/05/2023,2200,2,west,Themeda triandra,5,1,SRL,24.103980338345867
FBG3400,12/05/2023,2200,2,west,Themeda triandra,5,1,RTD,0.33162153455496385
FBG3400,12/05/2023,2200,2,west,Themeda triandra,5,1,RDMC,420.886075949367
FBG3400,12/05/2023,2200,2,west,Themeda triandra,5,1,no_tuber_scan,NA
FBG3400,12/05/2023,2200,2,west,Themeda triandra,5,1,total_tuber_wet_mass_g,NA
FBG3400,12/05/2023,2200,2,west,Themeda triandra,5,1,total_tuber_dry_mass_g,NA
FBG3400,12/05/2023,2200,2,west,Themeda triandra,5,1,reproductive_height_cm,18.5
FBG3400,12/05/2023,2200,2,west,Themeda triandra,5,1,vegetative_height_cm,15
FBG3400,12/05/2023,2200,2,west,Themeda triandra,5,1,no_leaf,5
FBG3400,12/05/2023,2200,2,west,Themeda triandra,5,1,total_leaf_wet_mass_g,0.0982
FBG3400,12/05/2023,2200,2,west,Themeda triandra,5,1,total_leaf_dry_mass_g,0.0367
FBG3400,12/05/2023,2200,2,west,Themeda triandra,5,1,leaf_thick_1_mm,0.115
FBG3400,12/05/2023,2200,2,west,Themeda triandra,5,1,leaf_thick_2_mm,0.117
FBG3400,12/05/2023,2200,2,west,Themeda triandra,5,1,leaf_thick_3_mm,0.107
FBG3400,12/05/2023,2200,2,west,Themeda triandra,5,1,total_leaf_area_cm2,9.338
FBG3400,12/05/2023,2200,2,west,Themeda triandra,5,1,SLA,254.44141689373294
FBG3400,12/05/2023,2200,2,west,Themeda triandra,5,1,LT,0.113
FBG3400,12/05/2023,2200,2,west,Themeda triandra,5,1,LDMC,373.7270875763748
FBG3400,12/05/2023,2200,2,west,Themeda triandra,5,1,belowground_biomass_g,0.9894
FBG3400,12/05/2023,2200,2,west,Themeda triandra,5,1,aboveground_biomass_g,2.9319
FBG3400,12/05/2023,2200,2,west,Themeda triandra,5,1,AGB_BGB,2.9633110976349304
FBH8238,12/08/2023,2800,5,northwest,Senecio glaberrimus,5,1,root_depth_cm,21.4
FBH8238,12/08/2023,2800,5,northwest,Senecio glaberrimus,5,1,no_root_scan,5
FBH8238,12/08/2023,2800,5,northwest,Senecio glaberrimus,5,1,total_root_wet_mass_g,0.0334
FBH8238,12/08/2023,2800,5,northwest,Senecio glaberrimus,5,1,total_root_dry_mass_g,0.00739
FBH8238,12/08/2023,2800,5,northwest,Senecio glaberrimus,5,1,total_root_length_mm,990.2572
FBH8238,12/08/2023,2800,5,northwest,Senecio glaberrimus,5,1,total_root_volume_mm3,44.169911
FBH8238,12/08/2023,2800,5,northwest,Senecio glaberrimus,5,1,RD,0.224573
FBH8238,12/08/2023,2800,5,northwest,Senecio glaberrimus,5,1,BI,0.400906
FBH8238,12/08/2023,2800,5,northwest,Senecio glaberrimus,5,1,SRL,133.9996211096076
FBH8238,12/08/2023,2800,5,northwest,Senecio glaberrimus,5,1,RTD,0.16730846480537395
FBH8238,12/08/2023,2800,5,northwest,Senecio glaberrimus,5,1,RDMC,221.2574850299401
FBH8238,12/08/2023,2800,5,northwest,Senecio glaberrimus,5,1,no_tuber_scan,5
FBH8238,12/08/2023,2800,5,northwest,Senecio glaberrimus,5,1,total_tuber_wet_mass_g,0.5752
FBH8238,12/08/2023,2800,5,northwest,Senecio glaberrimus,5,1,total_tuber_dry_mass_g,0.19152
FBH8238,12/08/2023,2800,5,northwest,Senecio glaberrimus,5,1,reproductive_height_cm,29.7
FBH8238,12/08/2023,2800,5,northwest,Senecio glaberrimus,5,1,vegetative_height_cm,14.5
FBH8238,12/08/2023,2800,5,northwest,Senecio glaberrimus,5,1,no_leaf,1
FBH8238,12/08/2023,2800,5,northwest,Senecio glaberrimus,5,1,total_leaf_wet_mass_g,1.9294
FBH8238,12/08/2023,2800,5,northwest,Senecio glaberrimus,5,1,total_leaf_dry_mass_g,0.26669
FBH8238,12/08/2023,2800,5,northwest,Senecio glaberrimus,5,1,leaf_thick_1_mm,0.569
FBH8238,12/08/2023,2800,5,northwest,Senecio glaberrimus,5,1,leaf_thick_2_mm,0.644
FBH8238,12/08/2023,2800,5,northwest,Senecio glaberrimus,5,1,leaf_thick_3_mm,0.579
FBH8238,12/08/2023,2800,5,northwest,Senecio glaberrimus,5,1,total_leaf_area_cm2,34.673
FBH8238,12/08/2023,2800,5,northwest,Senecio glaberrimus,5,1,SLA,130.01237391728225
FBH8238,12/08/2023,2800,5,northwest,Senecio glaberrimus,5,1,LT,0.5973333333333333
FBH8238,12/08/2023,2800,5,northwest,Senecio glaberrimus,5,1,LDMC,138.2243184409661
FBH8238,12/08/2023,2800,5,northwest,Senecio glaberrimus,5,1,belowground_biomass_g,3.36
FBH8238,12/08/2023,2800,5,northwest,Senecio glaberrimus,5,1,aboveground_biomass_g,1.66
FBH8238,12/08/2023,2800,5,northwest,Senecio glaberrimus,5,1,AGB_BGB,0.49404761904761907
FBI0246,12/08/2023,2800,5,northwest,Helichrysum pallidum,2,NA,root_depth_cm,23
FBI0246,12/08/2023,2800,5,northwest,Helichrysum pallidum,2,NA,no_root_scan,5
FBI0246,12/08/2023,2800,5,northwest,Helichrysum pallidum,2,NA,total_root_wet_mass_g,0.0316
FBI0246,12/08/2023,2800,5,northwest,Helichrysum pallidum,2,NA,total_root_dry_mass_g,0.01032
FBI0246,12/08/2023,2800,5,northwest,Helichrysum pallidum,2,NA,total_root_length_mm,1384.162003
FBI0246,12/08/2023,2800,5,northwest,Helichrysum pallidum,2,NA,total_root_volume_mm3,67.859183
FBI0246,12/08/2023,2800,5,northwest,Helichrysum pallidum,2,NA,RD,0.235311
FBI0246,12/08/2023,2800,5,northwest,Helichrysum pallidum,2,NA,BI,0.43492
FBI0246,12/08/2023,2800,5,northwest,Helichrysum pallidum,2,NA,SRL,134.12422509689924
FBI0246,12/08/2023,2800,5,northwest,Helichrysum pallidum,2,NA,RTD,0.15207963821197198
FBI0246,12/08/2023,2800,5,northwest,Helichrysum pallidum,2,NA,RDMC,326.58227848101257
FBI0246,12/08/2023,2800,5,northwest,Helichrysum pallidum,2,NA,no_tuber_scan,5
FBI0246,12/08/2023,2800,5,northwest,Helichrysum pallidum,2,NA,total_tuber_wet_mass_g,0.9371
FBI0246,12/08/2023,2800,5,northwest,Helichrysum pallidum,2,NA,total_tuber_dry_mass_g,0.17859
FBI0246,12/08/2023,2800,5,northwest,Helichrysum pallidum,2,NA,reproductive_height_cm,21.1
FBI0246,12/08/2023,2800,5,northwest,Helichrysum pallidum,2,NA,vegetative_height_cm,2.5
FBI0246,12/08/2023,2800,5,northwest,Helichrysum pallidum,2,NA,no_leaf,1
FBI0246,12/08/2023,2800,5,northwest,Helichrysum pallidum,2,NA,total_leaf_wet_mass_g,0.6762
FBI0246,12/08/2023,2800,5,northwest,Helichrysum pallidum,2,NA,total_leaf_dry_mass_g,0.13551
FBI0246,12/08/2023,2800,5,northwest,Helichrysum pallidum,2,NA,leaf_thick_1_mm,0.745
FBI0246,12/08/2023,2800,5,northwest,Helichrysum pallidum,2,NA,leaf_thick_2_mm,0.849
FBI0246,12/08/2023,2800,5,northwest,Helichrysum pallidum,2,NA,leaf_thick_3_mm,0.762
FBI0246,12/08/2023,2800,5,northwest,Helichrysum pallidum,2,NA,total_leaf_area_cm2,12.243
FBI0246,12/08/2023,2800,5,northwest,Helichrysum pallidum,2,NA,SLA,90.3475758246624
FBI0246,12/08/2023,2800,5,northwest,Helichrysum pallidum,2,NA,LT,0.7853333333333333
FBI0246,12/08/2023,2800,5,northwest,Helichrysum pallidum,2,NA,LDMC,200.39929015084292
FBI0246,12/08/2023,2800,5,northwest,Helichrysum pallidum,2,NA,belowground_biomass_g,4.08
FBI0246,12/08/2023,2800,5,northwest,Helichrysum pallidum,2,NA,aboveground_biomass_g,0.78
FBI0246,12/08/2023,2800,5,northwest,Helichrysum pallidum,2,NA,AGB_BGB,0.1911764705882353
FBJ6221,12/08/2023,2800,5,northwest,Helichrysum pallidum,4,NA,root_depth_cm,13
FBJ6221,12/08/2023,2800,5,northwest,Helichrysum pallidum,4,NA,no_root_scan,5
FBJ6221,12/08/2023,2800,5,northwest,Helichrysum pallidum,4,NA,total_root_wet_mass_g,0.035
FBJ6221,12/08/2023,2800,5,northwest,Helichrysum pallidum,4,NA,total_root_dry_mass_g,0.01374
FBJ6221,12/08/2023,2800,5,northwest,Helichrysum pallidum,4,NA,total_root_length_mm,919.170419
FBJ6221,12/08/2023,2800,5,northwest,Helichrysum pallidum,4,NA,total_root_volume_mm3,81.370931
FBJ6221,12/08/2023,2800,5,northwest,Helichrysum pallidum,4,NA,RD,0.297983
FBJ6221,12/08/2023,2800,5,northwest,Helichrysum pallidum,4,NA,BI,0.478693
FBJ6221,12/08/2023,2800,5,northwest,Helichrysum pallidum,4,NA,SRL,66.89741040756914
FBJ6221,12/08/2023,2800,5,northwest,Helichrysum pallidum,4,NA,RTD,0.16885636960452133
FBJ6221,12/08/2023,2800,5,northwest,Helichrysum pallidum,4,NA,RDMC,392.57142857142856
FBJ6221,12/08/2023,2800,5,northwest,Helichrysum pallidum,4,NA,no_tuber_scan,5
FBJ6221,12/08/2023,2800,5,northwest,Helichrysum pallidum,4,NA,total_tuber_wet_mass_g,0.707
FBJ6221,12/08/2023,2800,5,northwest,Helichrysum pallidum,4,NA,total_tuber_dry_mass_g,0.1356
FBJ6221,12/08/2023,2800,5,northwest,Helichrysum pallidum,4,NA,reproductive_height_cm,19.8
FBJ6221,12/08/2023,2800,5,northwest,Helichrysum pallidum,4,NA,vegetative_height_cm,3.5
FBJ6221,12/08/2023,2800,5,northwest,Helichrysum pallidum,4,NA,no_leaf,1
FBJ6221,12/08/2023,2800,5,northwest,Helichrysum pallidum,4,NA,total_leaf_wet_mass_g,0.4948
FBJ6221,12/08/2023,2800,5,northwest,Helichrysum pallidum,4,NA,total_leaf_dry_mass_g,0.09943
FBJ6221,12/08/2023,2800,5,northwest,Helichrysum pallidum,4,NA,leaf_thick_1_mm,0.738
FBJ6221,12/08/2023,2800,5,northwest,Helichrysum pallidum,4,NA,leaf_thick_2_mm,0.793
FBJ6221,12/08/2023,2800,5,northwest,Helichrysum pallidum,4,NA,leaf_thick_3_mm,0.759
FBJ6221,12/08/2023,2800,5,northwest,Helichrysum pallidum,4,NA,total_leaf_area_cm2,8.924
FBJ6221,12/08/2023,2800,5,northwest,Helichrysum pallidum,4,NA,SLA,89.7515840289651
FBJ6221,12/08/2023,2800,5,northwest,Helichrysum pallidum,4,NA,LT,0.7633333333333333
FBJ6221,12/08/2023,2800,5,northwest,Helichrysum pallidum,4,NA,LDMC,200.9498787388844
FBJ6221,12/08/2023,2800,5,northwest,Helichrysum pallidum,4,NA,belowground_biomass_g,4.19
FBJ6221,12/08/2023,2800,5,northwest,Helichrysum pallidum,4,NA,aboveground_biomass_g,1.13
FBJ6221,12/08/2023,2800,5,northwest,Helichrysum pallidum,4,NA,AGB_BGB,0.269689737470167
FBK1070,12/05/2023,2200,2,west,Themeda triandra,3,1,root_depth_cm,16.6
FBK1070,12/05/2023,2200,2,west,Themeda triandra,3,1,no_root_scan,5
FBK1070,12/05/2023,2200,2,west,Themeda triandra,3,1,total_root_wet_mass_g,0.0643
FBK1070,12/05/2023,2200,2,west,Themeda triandra,3,1,total_root_dry_mass_g,0.0285
FBK1070,12/05/2023,2200,2,west,Themeda triandra,3,1,total_root_length_mm,1179.061228
FBK1070,12/05/2023,2200,2,west,Themeda triandra,3,1,total_root_volume_mm3,90.930101
FBK1070,12/05/2023,2200,2,west,Themeda triandra,3,1,RD,0.279577
FBK1070,12/05/2023,2200,2,west,Themeda triandra,3,1,BI,0.427459
FBK1070,12/05/2023,2200,2,west,Themeda triandra,3,1,SRL,41.370569403508775
FBK1070,12/05/2023,2200,2,west,Themeda triandra,3,1,RTD,0.31342756344238526
FBK1070,12/05/2023,2200,2,west,Themeda triandra,3,1,RDMC,443.2348367029549
FBK1070,12/05/2023,2200,2,west,Themeda triandra,3,1,no_tuber_scan,NA
FBK1070,12/05/2023,2200,2,west,Themeda triandra,3,1,total_tuber_wet_mass_g,NA
FBK1070,12/05/2023,2200,2,west,Themeda triandra,3,1,total_tuber_dry_mass_g,NA
FBK1070,12/05/2023,2200,2,west,Themeda triandra,3,1,reproductive_height_cm,17.2
FBK1070,12/05/2023,2200,2,west,Themeda triandra,3,1,vegetative_height_cm,19.2
FBK1070,12/05/2023,2200,2,west,Themeda triandra,3,1,no_leaf,5
FBK1070,12/05/2023,2200,2,west,Themeda triandra,3,1,total_leaf_wet_mass_g,0.0687
FBK1070,12/05/2023,2200,2,west,Themeda triandra,3,1,total_leaf_dry_mass_g,0.0315
FBK1070,12/05/2023,2200,2,west,Themeda triandra,3,1,leaf_thick_1_mm,0.117
FBK1070,12/05/2023,2200,2,west,Themeda triandra,3,1,leaf_thick_2_mm,0.123
FBK1070,12/05/2023,2200,2,west,Themeda triandra,3,1,leaf_thick_3_mm,0.123
FBK1070,12/05/2023,2200,2,west,Themeda triandra,3,1,total_leaf_area_cm2,8.14
FBK1070,12/05/2023,2200,2,west,Themeda triandra,3,1,SLA,258.41269841269843
FBK1070,12/05/2023,2200,2,west,Themeda triandra,3,1,LT,0.121
FBK1070,12/05/2023,2200,2,west,Themeda triandra,3,1,LDMC,458.51528384279476
FBK1070,12/05/2023,2200,2,west,Themeda triandra,3,1,belowground_biomass_g,2.7946
FBK1070,12/05/2023,2200,2,west,Themeda triandra,3,1,aboveground_biomass_g,2.6789
FBK1070,12/05/2023,2200,2,west,Themeda triandra,3,1,AGB_BGB,0.9585987261146497
FBM2759,12/08/2023,2800,5,northwest,Senecio glaberrimus,4,1,root_depth_cm,21.8
FBM2759,12/08/2023,2800,5,northwest,Senecio glaberrimus,4,1,no_root_scan,5
FBM2759,12/08/2023,2800,5,northwest,Senecio glaberrimus,4,1,total_root_wet_mass_g,0.097
FBM2759,12/08/2023,2800,5,northwest,Senecio glaberrimus,4,1,total_root_dry_mass_g,0.03444
FBM2759,12/08/2023,2800,5,northwest,Senecio glaberrimus,4,1,total_root_length_mm,1369.442893
FBM2759,12/08/2023,2800,5,northwest,Senecio glaberrimus,4,1,total_root_volume_mm3,127.893169
FBM2759,12/08/2023,2800,5,northwest,Senecio glaberrimus,4,1,RD,0.304636
FBM2759,12/08/2023,2800,5,northwest,Senecio glaberrimus,4,1,BI,0.42426
FBM2759,12/08/2023,2800,5,northwest,Senecio glaberrimus,4,1,SRL,39.76315020325203
FBM2759,12/08/2023,2800,5,northwest,Senecio glaberrimus,4,1,RTD,0.2692872517687008
FBM2759,12/08/2023,2800,5,northwest,Senecio glaberrimus,4,1,RDMC,355.05154639175254
FBM2759,12/08/2023,2800,5,northwest,Senecio glaberrimus,4,1,no_tuber_scan,5
FBM2759,12/08/2023,2800,5,northwest,Senecio glaberrimus,4,1,total_tuber_wet_mass_g,0.3345
FBM2759,12/08/2023,2800,5,northwest,Senecio glaberrimus,4,1,total_tuber_dry_mass_g,0.10701
FBM2759,12/08/2023,2800,5,northwest,Senecio glaberrimus,4,1,reproductive_height_cm,26.5
FBM2759,12/08/2023,2800,5,northwest,Senecio glaberrimus,4,1,vegetative_height_cm,14.2
FBM2759,12/08/2023,2800,5,northwest,Senecio glaberrimus,4,1,no_leaf,1
FBM2759,12/08/2023,2800,5,northwest,Senecio glaberrimus,4,1,total_leaf_wet_mass_g,1.5364
FBM2759,12/08/2023,2800,5,northwest,Senecio glaberrimus,4,1,total_leaf_dry_mass_g,0.22366
FBM2759,12/08/2023,2800,5,northwest,Senecio glaberrimus,4,1,leaf_thick_1_mm,0.599
