id,date,elevation_m_asl,site_id,aspect,species,plant_id,fire,aboveground_biomass_g,traits,value
FBC0289,12/05/2023,2200,2,west,Eragrostis capensis,3,1,0.5919,total_leaf_dry_mass_g,0.0663
FBC0289,12/05/2023,2200,2,west,Eragrostis capensis,3,1,0.5919,leaf_thick_1_mm,0.177
FBC0289,12/05/2023,2200,2,west,Eragrostis capensis,3,1,0.5919,leaf_thick_2_mm,0.188
FBC0289,12/05/2023,2200,2,west,Eragrostis capensis,3,1,0.5919,leaf_thick_3_mm,0.197
FBC0289,12/05/2023,2200,2,west,Eragrostis capensis,3,1,0.5919,total_leaf_area_cm2,10.324
FBC0289,12/05/2023,2200,2,west,Eragrostis capensis,3,1,0.5919,sla_cm2_g,155.7164404223228
FBC0289,12/05/2023,2200,2,west,Eragrostis capensis,3,1,0.5919,lt_mean_mm,0.18733333333333332
FBC0289,12/05/2023,2200,2,west,Eragrostis capensis,3,1,0.5919,ldmc_g_g,0.3435233160621761
FBC0289,12/05/2023,2200,2,west,Eragrostis capensis,3,1,0.5919,agb_bgb,0.06929128327597106
FBC0289,12/05/2023,2200,2,west,Eragrostis capensis,3,1,0.5919,belowground_biomass_g,8.5422
FBD8952,12/08/2023,2800,5,northwest,Senecio glaberrimus,1,1,2.27,root_depth_cm,12.7
FBD8952,12/08/2023,2800,5,northwest,Senecio glaberrimus,1,1,2.27,no_root_scan,5
FBD8952,12/08/2023,2800,5,northwest,Senecio glaberrimus,1,1,2.27,total_root_wet_mass_g,0.0496
FBD8952,12/08/2023,2800,5,northwest,Senecio glaberrimus,1,1,2.27,total_root_dry_mass_g,0.01543
FBD8952,12/08/2023,2800,5,northwest,Senecio glaberrimus,1,1,2.27,total_root_length_mm,765.949089
FBD8952,12/08/2023,2800,5,northwest,Senecio glaberrimus,1,1,2.27,total_root_volume_mm3,59.193603
FBD8952,12/08/2023,2800,5,northwest,Senecio glaberrimus,1,1,2.27,rd_mm,0.277175
FBD8952,12/08/2023,2800,5,northwest,Senecio glaberrimus,1,1,2.27,bi_branches_mm,0.261114
FBD8952,12/08/2023,2800,5,northwest,Senecio glaberrimus,1,1,2.27,srl_m_g,49.640252041477645
FBD8952,12/08/2023,2800,5,northwest,Senecio glaberrimus,1,1,2.27,rtd_g_cm3,0.26067005922920417
FBD8952,12/08/2023,2800,5,northwest,Senecio glaberrimus,1,1,2.27,rdmc_mg_g,311.0887096774194
FBD8952,12/08/2023,2800,5,northwest,Senecio glaberrimus,1,1,2.27,no_tuber_scan,5
FBD8952,12/08/2023,2800,5,northwest,Senecio glaberrimus,1,1,2.27,total_tuber_wet_mass_g,0.598
FBD8952,12/08/2023,2800,5,northwest,Senecio glaberrimus,1,1,2.27,total_tuber_dry_mass_g,0.18462
FBD8952,12/08/2023,2800,5,northwest,Senecio glaberrimus,1,1,2.27,reproductive_height_cm,34
FBD8952,12/08/2023,2800,5,northwest,Senecio glaberrimus,1,1,2.27,veg_height_cm,27
FBD8952,12/08/2023,2800,5,northwest,Senecio glaberrimus,1,1,2.27,no_leaf,1
FBD8952,12/08/2023,2800,5,northwest,Senecio glaberrimus,1,1,2.27,total_leaf_wet_mass_g,0.369
FBD8952,12/08/2023,2800,5,northwest,Senecio glaberrimus,1,1,2.27,total_leaf_dry_mass_g,0.4487
FBD8952,12/08/2023,2800,5,northwest,Senecio glaberrimus,1,1,2.27,leaf_thick_1_mm,0.644
FBD8952,12/08/2023,2800,5,northwest,Senecio glaberrimus,1,1,2.27,leaf_thick_2_mm,0.547
FBD8952,12/08/2023,2800,5,northwest,Senecio glaberrimus,1,1,2.27,leaf_thick_3_mm,0.684
FBD8952,12/08/2023,2800,5,northwest,Senecio glaberrimus,1,1,2.27,total_leaf_area_cm2,6.056
FBD8952,12/08/2023,2800,5,northwest,Senecio glaberrimus,1,1,2.27,sla_cm2_g,13.496768442166259
FBD8952,12/08/2023,2800,5,northwest,Senecio glaberrimus,1,1,2.27,lt_mean_mm,0.625
FBD8952,12/08/2023,2800,5,northwest,Senecio glaberrimus,1,1,2.27,ldmc_g_g,1.2159891598915988
FBD8952,12/08/2023,2800,5,northwest,Senecio glaberrimus,1,1,2.27,agb_bgb,0.3727422003284072
FBD8952,12/08/2023,2800,5,northwest,Senecio glaberrimus,1,1,2.27,belowground_biomass_g,6.09
FBE2394,12/09/2023,2400,3,west,Senecio glaberrimus,3,NA,0.89,root_depth_cm,18.5
FBE2394,12/09/2023,2400,3,west,Senecio glaberrimus,3,NA,0.89,no_root_scan,4
FBE2394,12/09/2023,2400,3,west,Senecio glaberrimus,3,NA,0.89,total_root_wet_mass_g,0.0274
FBE2394,12/09/2023,2400,3,west,Senecio glaberrimus,3,NA,0.89,total_root_dry_mass_g,0.00644
FBE2394,12/09/2023,2400,3,west,Senecio glaberrimus,3,NA,0.89,total_root_length_mm,583.687821
FBE2394,12/09/2023,2400,3,west,Senecio glaberrimus,3,NA,0.89,total_root_volume_mm3,32.369208
FBE2394,12/09/2023,2400,3,west,Senecio glaberrimus,3,NA,0.89,rd_mm,0.24752
FBE2394,12/09/2023,2400,3,west,Senecio glaberrimus,3,NA,0.89,bi_branches_mm,0.476282
FBE2394,12/09/2023,2400,3,west,Senecio glaberrimus,3,NA,0.89,srl_m_g,90.6347548136646
FBE2394,12/09/2023,2400,3,west,Senecio glaberrimus,3,NA,0.89,rtd_g_cm3,0.19895451257256586
FBE2394,12/09/2023,2400,3,west,Senecio glaberrimus,3,NA,0.89,rdmc_mg_g,235.03649635036498
FBE2394,12/09/2023,2400,3,west,Senecio glaberrimus,3,NA,0.89,no_tuber_scan,5
FBE2394,12/09/2023,2400,3,west,Senecio glaberrimus,3,NA,0.89,total_tuber_wet_mass_g,0.5807
FBE2394,12/09/2023,2400,3,west,Senecio glaberrimus,3,NA,0.89,total_tuber_dry_mass_g,0.18633
FBE2394,12/09/2023,2400,3,west,Senecio glaberrimus,3,NA,0.89,reproductive_height_cm,36
FBE2394,12/09/2023,2400,3,west,Senecio glaberrimus,3,NA,0.89,veg_height_cm,18.4
FBE2394,12/09/2023,2400,3,west,Senecio glaberrimus,3,NA,0.89,no_leaf,1
FBE2394,12/09/2023,2400,3,west,Senecio glaberrimus,3,NA,0.89,total_leaf_wet_mass_g,1.0045
FBE2394,12/09/2023,2400,3,west,Senecio glaberrimus,3,NA,0.89,total_leaf_dry_mass_g,0.19982
FBE2394,12/09/2023,2400,3,west,Senecio glaberrimus,3,NA,0.89,leaf_thick_1_mm,0.513
FBE2394,12/09/2023,2400,3,west,Senecio glaberrimus,3,NA,0.89,leaf_thick_2_mm,0.535
FBE2394,12/09/2023,2400,3,west,Senecio glaberrimus,3,NA,0.89,leaf_thick_3_mm,0.557
FBE2394,12/09/2023,2400,3,west,Senecio glaberrimus,3,NA,0.89,total_leaf_area_cm2,19.036
FBE2394,12/09/2023,2400,3,west,Senecio glaberrimus,3,NA,0.89,sla_cm2_g,95.26573916524873
FBE2394,12/09/2023,2400,3,west,Senecio glaberrimus,3,NA,0.89,lt_mean_mm,0.535
FBE2394,12/09/2023,2400,3,west,Senecio glaberrimus,3,NA,0.89,ldmc_g_g,0.19892483822797413
FBE2394,12/09/2023,2400,3,west,Senecio glaberrimus,3,NA,0.89,agb_bgb,1.2898550724637683
FBE2394,12/09/2023,2400,3,west,Senecio glaberrimus,3,NA,0.89,belowground_biomass_g,0.69
FBF4179,12/08/2023,2800,5,northwest,Themeda triandra,2,1,12.06,root_depth_cm,28.8
FBF4179,12/08/2023,2800,5,northwest,Themeda triandra,2,1,12.06,no_root_scan,5
FBF4179,12/08/2023,2800,5,northwest,Themeda triandra,2,1,12.06,total_root_wet_mass_g,0.122
FBF4179,12/08/2023,2800,5,northwest,Themeda triandra,2,1,12.06,total_root_dry_mass_g,0.04337
FBF4179,12/08/2023,2800,5,northwest,Themeda triandra,2,1,12.06,total_root_length_mm,2383.898058
FBF4179,12/08/2023,2800,5,northwest,Themeda triandra,2,1,12.06,total_root_volume_mm3,231.779959
FBF4179,12/08/2023,2800,5,northwest,Themeda triandra,2,1,12.06,rd_mm,0.310761
FBF4179,12/08/2023,2800,5,northwest,Themeda triandra,2,1,12.06,bi_branches_mm,0.445908
FBF4179,12/08/2023,2800,5,northwest,Themeda triandra,2,1,12.06,srl_m_g,54.966521973714556
FBF4179,12/08/2023,2800,5,northwest,Themeda triandra,2,1,12.06,rtd_g_cm3,0.18711712689534127
FBF4179,12/08/2023,2800,5,northwest,Themeda triandra,2,1,12.06,rdmc_mg_g,355.4918032786885
FBF4179,12/08/2023,2800,5,northwest,Themeda triandra,2,1,12.06,no_tuber_scan,NA
FBF4179,12/08/2023,2800,5,northwest,Themeda triandra,2,1,12.06,total_tuber_wet_mass_g,NA
FBF4179,12/08/2023,2800,5,northwest,Themeda triandra,2,1,12.06,total_tuber_dry_mass_g,NA
FBF4179,12/08/2023,2800,5,northwest,Themeda triandra,2,1,12.06,reproductive_height_cm,NA
FBF4179,12/08/2023,2800,5,northwest,Themeda triandra,2,1,12.06,veg_height_cm,12
FBF4179,12/08/2023,2800,5,northwest,Themeda triandra,2,1,12.06,no_leaf,5
FBF4179,12/08/2023,2800,5,northwest,Themeda triandra,2,1,12.06,total_leaf_wet_mass_g,0.0868
FBF4179,12/08/2023,2800,5,northwest,Themeda triandra,2,1,12.06,total_leaf_dry_mass_g,0.03033
FBF4179,12/08/2023,2800,5,northwest,Themeda triandra,2,1,12.06,leaf_thick_1_mm,0.108
FBF4179,12/08/2023,2800,5,northwest,Themeda triandra,2,1,12.06,leaf_thick_2_mm,0.214
FBF4179,12/08/2023,2800,5,northwest,Themeda triandra,2,1,12.06,leaf_thick_3_mm,0.131
FBF4179,12/08/2023,2800,5,northwest,Themeda triandra,2,1,12.06,total_leaf_area_cm2,6.109
FBF4179,12/08/2023,2800,5,northwest,Themeda triandra,2,1,12.06,sla_cm2_g,201.41773821299043
FBF4179,12/08/2023,2800,5,northwest,Themeda triandra,2,1,12.06,lt_mean_mm,0.151
FBF4179,12/08/2023,2800,5,northwest,Themeda triandra,2,1,12.06,ldmc_g_g,0.34942396313364055
FBF4179,12/08/2023,2800,5,northwest,Themeda triandra,2,1,12.06,agb_bgb,0.4582066869300912
FBF4179,12/08/2023,2800,5,northwest,Themeda triandra,2,1,12.06,belowground_biomass_g,26.32
FBG3400,12/05/2023,2200,2,west,Themeda triandra,5,1,2.9319,root_depth_cm,11.7
FBG3400,12/05/2023,2200,2,west,Themeda triandra,5,1,2.9319,no_root_scan,3
FBG3400,12/05/2023,2200,2,west,Themeda triandra,5,1,2.9319,total_root_wet_mass_g,0.0632
FBG3400,12/05/2023,2200,2,west,Themeda triandra,5,1,2.9319,total_root_dry_mass_g,0.0266
FBG3400,12/05/2023,2200,2,west,Themeda triandra,5,1,2.9319,total_root_length_mm,641.165877
FBG3400,12/05/2023,2200,2,west,Themeda triandra,5,1,2.9319,total_root_volume_mm3,80.21192
FBG3400,12/05/2023,2200,2,west,Themeda triandra,5,1,2.9319,rd_mm,0.343326
FBG3400,12/05/2023,2200,2,west,Themeda triandra,5,1,2.9319,bi_branches_mm,0.583312
FBG3400,12/05/2023,2200,2,west,Themeda triandra,5,1,2.9319,srl_m_g,24.103980338345867
FBG3400,12/05/2023,2200,2,west,Themeda triandra,5,1,2.9319,rtd_g_cm3,0.33162153455496385
FBG3400,12/05/2023,2200,2,west,Themeda triandra,5,1,2.9319,rdmc_mg_g,420.886075949367
FBG3400,12/05/2023,2200,2,west,Themeda triandra,5,1,2.9319,no_tuber_scan,NA
FBG3400,12/05/2023,2200,2,west,Themeda triandra,5,1,2.9319,total_tuber_wet_mass_g,NA
FBG3400,12/05/2023,2200,2,west,Themeda triandra,5,1,2.9319,total_tuber_dry_mass_g,NA
FBG3400,12/05/2023,2200,2,west,Themeda triandra,5,1,2.9319,reproductive_height_cm,18.5
FBG3400,12/05/2023,2200,2,west,Themeda triandra,5,1,2.9319,veg_height_cm,15
FBG3400,12/05/2023,2200,2,west,Themeda triandra,5,1,2.9319,no_leaf,5
FBG3400,12/05/2023,2200,2,west,Themeda triandra,5,1,2.9319,total_leaf_wet_mass_g,0.0982
FBG3400,12/05/2023,2200,2,west,Themeda triandra,5,1,2.9319,total_leaf_dry_mass_g,0.0367
FBG3400,12/05/2023,2200,2,west,Themeda triandra,5,1,2.9319,leaf_thick_1_mm,0.115
FBG3400,12/05/2023,2200,2,west,Themeda triandra,5,1,2.9319,leaf_thick_2_mm,0.117
FBG3400,12/05/2023,2200,2,west,Themeda triandra,5,1,2.9319,leaf_thick_3_mm,0.107
FBG3400,12/05/2023,2200,2,west,Themeda triandra,5,1,2.9319,total_leaf_area_cm2,9.338
FBG3400,12/05/2023,2200,2,west,Themeda triandra,5,1,2.9319,sla_cm2_g,254.44141689373294
FBG3400,12/05/2023,2200,2,west,Themeda triandra,5,1,2.9319,lt_mean_mm,0.113
FBG3400,12/05/2023,2200,2,west,Themeda triandra,5,1,2.9319,ldmc_g_g,0.3737270875763748
FBG3400,12/05/2023,2200,2,west,Themeda triandra,5,1,2.9319,agb_bgb,2.9633110976349304
FBG3400,12/05/2023,2200,2,west,Themeda triandra,5,1,2.9319,belowground_biomass_g,0.9894
FBH8238,12/08/2023,2800,5,northwest,Senecio glaberrimus,5,1,1.66,root_depth_cm,21.4
FBH8238,12/08/2023,2800,5,northwest,Senecio glaberrimus,5,1,1.66,no_root_scan,5
FBH8238,12/08/2023,2800,5,northwest,Senecio glaberrimus,5,1,1.66,total_root_wet_mass_g,0.0334
FBH8238,12/08/2023,2800,5,northwest,Senecio glaberrimus,5,1,1.66,total_root_dry_mass_g,0.00739
FBH8238,12/08/2023,2800,5,northwest,Senecio glaberrimus,5,1,1.66,total_root_length_mm,990.2572
FBH8238,12/08/2023,2800,5,northwest,Senecio glaberrimus,5,1,1.66,total_root_volume_mm3,44.169911
FBH8238,12/08/2023,2800,5,northwest,Senecio glaberrimus,5,1,1.66,rd_mm,0.224573
FBH8238,12/08/2023,2800,5,northwest,Senecio glaberrimus,5,1,1.66,bi_branches_mm,0.400906
FBH8238,12/08/2023,2800,5,northwest,Senecio glaberrimus,5,1,1.66,srl_m_g,133.9996211096076
FBH8238,12/08/2023,2800,5,northwest,Senecio glaberrimus,5,1,1.66,rtd_g_cm3,0.16730846480537395
FBH8238,12/08/2023,2800,5,northwest,Senecio glaberrimus,5,1,1.66,rdmc_mg_g,221.2574850299401
FBH8238,12/08/2023,2800,5,northwest,Senecio glaberrimus,5,1,1.66,no_tuber_scan,5
FBH8238,12/08/2023,2800,5,northwest,Senecio glaberrimus,5,1,1.66,total_tuber_wet_mass_g,0.5752
FBH8238,12/08/2023,2800,5,northwest,Senecio glaberrimus,5,1,1.66,total_tuber_dry_mass_g,0.19152
FBH8238,12/08/2023,2800,5,northwest,Senecio glaberrimus,5,1,1.66,reproductive_height_cm,29.7
FBH8238,12/08/2023,2800,5,northwest,Senecio glaberrimus,5,1,1.66,veg_height_cm,14.5
FBH8238,12/08/2023,2800,5,northwest,Senecio glaberrimus,5,1,1.66,no_leaf,1
FBH8238,12/08/2023,2800,5,northwest,Senecio glaberrimus,5,1,1.66,total_leaf_wet_mass_g,1.9294
FBH8238,12/08/2023,2800,5,northwest,Senecio glaberrimus,5,1,1.66,total_leaf_dry_mass_g,0.26669
FBH8238,12/08/2023,2800,5,northwest,Senecio glaberrimus,5,1,1.66,leaf_thick_1_mm,0.569
FBH8238,12/08/2023,2800,5,northwest,Senecio glaberrimus,5,1,1.66,leaf_thick_2_mm,0.644
FBH8238,12/08/2023,2800,5,northwest,Senecio glaberrimus,5,1,1.66,leaf_thick_3_mm,0.579
FBH8238,12/08/2023,2800,5,northwest,Senecio glaberrimus,5,1,1.66,total_leaf_area_cm2,34.673
FBH8238,12/08/2023,2800,5,northwest,Senecio glaberrimus,5,1,1.66,sla_cm2_g,130.01237391728225
FBH8238,12/08/2023,2800,5,northwest,Senecio glaberrimus,5,1,1.66,lt_mean_mm,0.5973333333333333
FBH8238,12/08/2023,2800,5,northwest,Senecio glaberrimus,5,1,1.66,ldmc_g_g,0.13822431844096608
FBH8238,12/08/2023,2800,5,northwest,Senecio glaberrimus,5,1,1.66,agb_bgb,0.49404761904761907
FBH8238,12/08/2023,2800,5,northwest,Senecio glaberrimus,5,1,1.66,belowground_biomass_g,3.36
FBI0246,12/08/2023,2800,5,northwest,Helichrysum pallidum,2,NA,0.78,root_depth_cm,23
FBI0246,12/08/2023,2800,5,northwest,Helichrysum pallidum,2,NA,0.78,no_root_scan,5
FBI0246,12/08/2023,2800,5,northwest,Helichrysum pallidum,2,NA,0.78,total_root_wet_mass_g,0.0316
FBI0246,12/08/2023,2800,5,northwest,Helichrysum pallidum,2,NA,0.78,total_root_dry_mass_g,0.01032
FBI0246,12/08/2023,2800,5,northwest,Helichrysum pallidum,2,NA,0.78,total_root_length_mm,1384.162003
FBI0246,12/08/2023,2800,5,northwest,Helichrysum pallidum,2,NA,0.78,total_root_volume_mm3,67.859183
FBI0246,12/08/2023,2800,5,northwest,Helichrysum pallidum,2,NA,0.78,rd_mm,0.235311
FBI0246,12/08/2023,2800,5,northwest,Helichrysum pallidum,2,NA,0.78,bi_branches_mm,0.43492
FBI0246,12/08/2023,2800,5,northwest,Helichrysum pallidum,2,NA,0.78,srl_m_g,134.12422509689924
FBI0246,12/08/2023,2800,5,northwest,Helichrysum pallidum,2,NA,0.78,rtd_g_cm3,0.15207963821197198
FBI0246,12/08/2023,2800,5,northwest,Helichrysum pallidum,2,NA,0.78,rdmc_mg_g,326.58227848101257
FBI0246,12/08/2023,2800,5,northwest,Helichrysum pallidum,2,NA,0.78,no_tuber_scan,5
FBI0246,12/08/2023,2800,5,northwest,Helichrysum pallidum,2,NA,0.78,total_tuber_wet_mass_g,0.9371
FBI0246,12/08/2023,2800,5,northwest,Helichrysum pallidum,2,NA,0.78,total_tuber_dry_mass_g,0.17859
FBI0246,12/08/2023,2800,5,northwest,Helichrysum pallidum,2,NA,0.78,reproductive_height_cm,21.1
FBI0246,12/08/2023,2800,5,northwest,Helichrysum pallidum,2,NA,0.78,veg_height_cm,2.5
FBI0246,12/08/2023,2800,5,northwest,Helichrysum pallidum,2,NA,0.78,no_leaf,1
FBI0246,12/08/2023,2800,5,northwest,Helichrysum pallidum,2,NA,0.78,total_leaf_wet_mass_g,0.6762
FBI0246,12/08/2023,2800,5,northwest,Helichrysum pallidum,2,NA,0.78,total_leaf_dry_mass_g,0.13551
FBI0246,12/08/2023,2800,5,northwest,Helichrysum pallidum,2,NA,0.78,leaf_thick_1_mm,0.745
FBI0246,12/08/2023,2800,5,northwest,Helichrysum pallidum,2,NA,0.78,leaf_thick_2_mm,0.849
FBI0246,12/08/2023,2800,5,northwest,Helichrysum pallidum,2,NA,0.78,leaf_thick_3_mm,0.762
FBI0246,12/08/2023,2800,5,northwest,Helichrysum pallidum,2,NA,0.78,total_leaf_area_cm2,12.243
FBI0246,12/08/2023,2800,5,northwest,Helichrysum pallidum,2,NA,0.78,sla_cm2_g,90.3475758246624
FBI0246,12/08/2023,2800,5,northwest,Helichrysum pallidum,2,NA,0.78,lt_mean_mm,0.7853333333333333
FBI0246,12/08/2023,2800,5,northwest,Helichrysum pallidum,2,NA,0.78,ldmc_g_g,0.20039929015084293
FBI0246,12/08/2023,2800,5,northwest,Helichrysum pallidum,2,NA,0.78,agb_bgb,0.1911764705882353
FBI0246,12/08/2023,2800,5,northwest,Helichrysum pallidum,2,NA,0.78,belowground_biomass_g,4.08
FBJ6221,12/08/2023,2800,5,northwest,Helichrysum pallidum,4,NA,1.13,root_depth_cm,13
FBJ6221,12/08/2023,2800,5,northwest,Helichrysum pallidum,4,NA,1.13,no_root_scan,5
FBJ6221,12/08/2023,2800,5,northwest,Helichrysum pallidum,4,NA,1.13,total_root_wet_mass_g,0.035
FBJ6221,12/08/2023,2800,5,northwest,Helichrysum pallidum,4,NA,1.13,total_root_dry_mass_g,0.01374
FBJ6221,12/08/2023,2800,5,northwest,Helichrysum pallidum,4,NA,1.13,total_root_length_mm,919.170419
FBJ6221,12/08/2023,2800,5,northwest,Helichrysum pallidum,4,NA,1.13,total_root_volume_mm3,81.370931
FBJ6221,12/08/2023,2800,5,northwest,Helichrysum pallidum,4,NA,1.13,rd_mm,0.297983
FBJ6221,12/08/2023,2800,5,northwest,Helichrysum pallidum,4,NA,1.13,bi_branches_mm,0.478693
FBJ6221,12/08/2023,2800,5,northwest,Helichrysum pallidum,4,NA,1.13,srl_m_g,66.89741040756914
FBJ6221,12/08/2023,2800,5,northwest,Helichrysum pallidum,4,NA,1.13,rtd_g_cm3,0.16885636960452133
FBJ6221,12/08/2023,2800,5,northwest,Helichrysum pallidum,4,NA,1.13,rdmc_mg_g,392.57142857142856
FBJ6221,12/08/2023,2800,5,northwest,Helichrysum pallidum,4,NA,1.13,no_tuber_scan,5
FBJ6221,12/08/2023,2800,5,northwest,Helichrysum pallidum,4,NA,1.13,total_tuber_wet_mass_g,0.707
FBJ6221,12/08/2023,2800,5,northwest,Helichrysum pallidum,4,NA,1.13,total_tuber_dry_mass_g,0.1356
FBJ6221,12/08/2023,2800,5,northwest,Helichrysum pallidum,4,NA,1.13,reproductive_height_cm,19.8
FBJ6221,12/08/2023,2800,5,northwest,Helichrysum pallidum,4,NA,1.13,veg_height_cm,3.5
FBJ6221,12/08/2023,2800,5,northwest,Helichrysum pallidum,4,NA,1.13,no_leaf,1
FBJ6221,12/08/2023,2800,5,northwest,Helichrysum pallidum,4,NA,1.13,total_leaf_wet_mass_g,0.4948
FBJ6221,12/08/2023,2800,5,northwest,Helichrysum pallidum,4,NA,1.13,total_leaf_dry_mass_g,0.09943
FBJ6221,12/08/2023,2800,5,northwest,Helichrysum pallidum,4,NA,1.13,leaf_thick_1_mm,0.738
FBJ6221,12/08/2023,2800,5,northwest,Helichrysum pallidum,4,NA,1.13,leaf_thick_2_mm,0.793
FBJ6221,12/08/2023,2800,5,northwest,Helichrysum pallidum,4,NA,1.13,leaf_thick_3_mm,0.759
FBJ6221,12/08/2023,2800,5,northwest,Helichrysum pallidum,4,NA,1.13,total_leaf_area_cm2,8.924
FBJ6221,12/08/2023,2800,5,northwest,Helichrysum pallidum,4,NA,1.13,sla_cm2_g,89.7515840289651
FBJ6221,12/08/2023,2800,5,northwest,Helichrysum pallidum,4,NA,1.13,lt_mean_mm,0.7633333333333333
FBJ6221,12/08/2023,2800,5,northwest,Helichrysum pallidum,4,NA,1.13,ldmc_g_g,0.2009498787388844
FBJ6221,12/08/2023,2800,5,northwest,Helichrysum pallidum,4,NA,1.13,agb_bgb,0.269689737470167
FBJ6221,12/08/2023,2800,5,northwest,Helichrysum pallidum,4,NA,1.13,belowground_biomass_g,4.19
FBK1070,12/05/2023,2200,2,west,Themeda triandra,3,1,2.6789,root_depth_cm,16.6
FBK1070,12/05/2023,2200,2,west,Themeda triandra,3,1,2.6789,no_root_scan,5
FBK1070,12/05/2023,2200,2,west,Themeda triandra,3,1,2.6789,total_root_wet_mass_g,0.0643
FBK1070,12/05/2023,2200,2,west,Themeda triandra,3,1,2.6789,total_root_dry_mass_g,0.0285
FBK1070,12/05/2023,2200,2,west,Themeda triandra,3,1,2.6789,total_root_length_mm,1179.061228
FBK1070,12/05/2023,2200,2,west,Themeda triandra,3,1,2.6789,total_root_volume_mm3,90.930101
FBK1070,12/05/2023,2200,2,west,Themeda triandra,3,1,2.6789,rd_mm,0.279577
FBK1070,12/05/2023,2200,2,west,Themeda triandra,3,1,2.6789,bi_branches_mm,0.427459
FBK1070,12/05/2023,2200,2,west,Themeda triandra,3,1,2.6789,srl_m_g,41.370569403508775
FBK1070,12/05/2023,2200,2,west,Themeda triandra,3,1,2.6789,rtd_g_cm3,0.31342756344238526
FBK1070,12/05/2023,2200,2,west,Themeda triandra,3,1,2.6789,rdmc_mg_g,443.2348367029549
FBK1070,12/05/2023,2200,2,west,Themeda triandra,3,1,2.6789,no_tuber_scan,NA
FBK1070,12/05/2023,2200,2,west,Themeda triandra,3,1,2.6789,total_tuber_wet_mass_g,NA
FBK1070,12/05/2023,2200,2,west,Themeda triandra,3,1,2.6789,total_tuber_dry_mass_g,NA
FBK1070,12/05/2023,2200,2,west,Themeda triandra,3,1,2.6789,reproductive_height_cm,17.2
FBK1070,12/05/2023,2200,2,west,Themeda triandra,3,1,2.6789,veg_height_cm,19.2
FBK1070,12/05/2023,2200,2,west,Themeda triandra,3,1,2.6789,no_leaf,5
FBK1070,12/05/2023,2200,2,west,Themeda triandra,3,1,2.6789,total_leaf_wet_mass_g,0.0687
FBK1070,12/05/2023,2200,2,west,Themeda triandra,3,1,2.6789,total_leaf_dry_mass_g,0.0315
FBK1070,12/05/2023,2200,2,west,Themeda triandra,3,1,2.6789,leaf_thick_1_mm,0.117
FBK1070,12/05/2023,2200,2,west,Themeda triandra,3,1,2.6789,leaf_thick_2_mm,0.123
FBK1070,12/05/2023,2200,2,west,Themeda triandra,3,1,2.6789,leaf_thick_3_mm,0.123
FBK1070,12/05/2023,2200,2,west,Themeda triandra,3,1,2.6789,total_leaf_area_cm2,8.14
FBK1070,12/05/2023,2200,2,west,Themeda triandra,3,1,2.6789,sla_cm2_g,258.41269841269843
FBK1070,12/05/2023,2200,2,west,Themeda triandra,3,1,2.6789,lt_mean_mm,0.121
FBK1070,12/05/2023,2200,2,west,Themeda triandra,3,1,2.6789,ldmc_g_g,0.4585152838427948
FBK1070,12/05/2023,2200,2,west,Themeda triandra,3,1,2.6789,agb_bgb,0.9585987261146497
FBK1070,12/05/2023,2200,2,west,Themeda triandra,3,1,2.6789,belowground_biomass_g,2.7946
FBM2759,12/08/2023,2800,5,northwest,Senecio glaberrimus,4,1,1.34,root_depth_cm,21.8
